CASH,NOTES_ACC_REC_NET,CURR_ASSETS_OTH,CURR_ASSETS,PROP_EQUIP_OWNED,DEPR_PROP_EQUIP,PROP_EQUIP_CAP_LS,AMORT_PR_EQ_CAP_LS,PROP_EQUIP,ASSETS_OTHER,ASSETS,NOTES_ACC_PAYABLE,ACCRUED_TAXES,CURR_LIAB_OTHER,CURR_LIABILITIES,LONG_TERM_DEBT,OTH_LIABILITIES,DEFERRED_CREDITS,PF_EQUITY,PF_SHARES_NUM,COM_EQUITY,COM_SHARES_NUM,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK,SH_HLD_EQUITY_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
752.11,533.28,813.81,2099.20,427.44,210.18,,,217.27,457.58,2774.05,1938.61,334.31,366.99,2639.92,1125.37,,,,,5.00,,408.38,-1404.62,-991.24,,-991.24,2774.05,20070,QD,Grand Airways Inc.,QD,Grand Airways Inc.,06540,D,1,1,1995,2
758.21,1814.87,417.38,2990.46,734.89,80.01,274.92,24.74,905.07,2361.86,6257.38,3514.09,,4146.33,7660.42,2306.61,,,,,1.00,,575.00,-4285.65,-3709.65,,-3709.65,6257.38,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1996,4
758.94,1662.73,2247.38,4669.05,2092.06,190.74,,,1901.32,3596.31,10166.68,11519.70,,1372.83,12892.53,,,,,,1.00,,299.35,-3026.20,-2725.85,,-2725.85,10166.68,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2009,2
762.86,6507.37,1219.21,8489.45,1566.11,35.43,,,1530.67,5948.07,15968.19,8689.19,,10432.86,19122.04,1823.00,3829.16,,5000.00,-20255.51,40.00,-3901.91,,-13846.02,-8806.02,,-8806.02,15968.19,20297,JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,06693,D,2,2,1994,2
767.89,3001.44,843.23,4612.56,14313.00,3396.99,,,10916.01,805.51,16334.08,3716.15,19.68,1709.46,5445.29,11291.57,960.88,,,,1000.00,,,-2363.66,-1363.66,,-1363.66,16334.08,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2005,2
774.41,51.78,333.08,1159.26,19932.40,4813.63,,,15118.77,437.34,16715.37,1490.94,,9871.75,11362.69,10668.33,,,0.10,,,,713.14,-6028.90,-5315.66,,-5315.66,16715.37,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2002,4
780.89,178.40,773.34,1732.63,653.70,150.00,,,503.70,22.86,2259.18,1474.84,1107.99,1256.68,3839.51,1193.14,,,5.76,,3.71,,6575.54,-9358.47,-2773.47,,-2773.47,2259.18,20412,N5 (1),Nations Air Express Inc.,N5,Nations Air Express Inc.,06733,D,1,1,1995,4
781.16,159.70,110.18,1051.04,135.37,97.93,,,37.44,835.66,1924.14,914.80,,,914.80,,729.68,,1.00,,,,334.00,-55.34,279.66,,279.66,1924.14,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1994,2
787.65,1169.05,1028.02,2984.72,8643.45,392.25,0.00,0.00,8251.20,9452.05,20687.97,2197.64,20.67,1726.38,3944.69,13372.17,173.76,0.00,0.00,,0.00,,6300.00,-3102.65,3197.35,0.00,3197.35,20687.97,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2014,4
788.03,513.00,5.47,1306.50,13.98,5.04,,,8.94,,1315.45,22.07,97.18,86.41,205.66,300.00,392.00,59.70,,,1.00,,,357.09,358.09,,358.09,1315.45,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2004,2
789.99,1735.24,9.16,2534.40,13936.04,1429.30,,,12506.73,41690.98,57732.11,23061.60,117.03,4153.09,27331.72,28250.00,,,,,0.01,,3000.00,1491.00,4491.01,2340.61,2150.39,57732.11,19950,9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,09755,D,1,1,1990,2
790.74,3790.06,692.78,5273.58,1149.48,24.00,,,1125.48,3682.28,10081.34,8053.28,,1039.91,9093.19,,,,,,1.00,,299.35,687.80,988.15,,988.15,10081.34,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2007,4
797.89,417.12,2257.53,3472.55,9767.26,2761.36,6089.51,1361.69,11733.72,147.67,15353.93,5414.31,21.50,176.43,5612.24,16397.87,2732.43,,,,1.00,,416.99,-9806.59,-9388.60,,-9388.60,15353.93,20421,SLQ,Sky King Inc.,SLQ,Sky King Inc.,06039,D,4,1,2003,4
800.38,496.45,277.20,1574.03,129.03,92.28,,,36.74,644.85,2255.62,1481.55,,171.53,1653.08,,,,,,1.00,,334.00,267.55,602.55,,602.55,2255.62,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1993,4
802.22,722.24,532.71,2057.18,16150.99,7994.37,,,8156.62,893.82,11107.62,489.03,99.48,1101.36,1689.87,631.04,2621.60,,,,12.50,,,6152.62,6165.12,,6165.12,11107.62,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2004,2
802.84,1119.29,7.48,1929.61,,,,,,40.73,1970.33,961.14,,112.65,1073.79,,,,,,,,140.00,756.54,896.54,,896.54,1970.33,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2004,4
803.36,213.56,147.73,1164.65,18460.38,11794.63,,,6665.75,412.84,8243.24,1139.52,5.19,199.48,1344.19,6172.22,129.05,,,,1.00,,,596.77,597.77,,597.77,8243.24,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1992,4
808.53,261.82,38.14,1108.48,351.42,48.93,,,302.49,1650.52,3061.49,517.91,,1.03,518.94,,,,,,40.00,,4598.73,-2096.18,2542.55,,2542.55,3061.49,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1996,4
813.35,64.83,209.61,1087.78,4428.10,3802.89,,,625.22,,1713.00,551.69,,103.43,655.12,1352.36,,,,,30.00,,395.15,-719.62,-294.47,,-294.47,1713.00,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1991,2
816.60,247.79,2451.19,3515.58,274.87,27.12,,,247.75,3820.33,7583.66,1383.76,99.33,2723.59,4206.67,2764.83,,,,,,,2350.00,-1737.85,612.15,,612.15,7583.66,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06761,S,2,2,1991,4
826.47,1214.39,1116.82,3157.68,842.15,,1673.09,222.18,2293.06,249.05,5699.78,9412.99,,1970.80,11383.79,,,,51.72,,104.77,,6905.76,-12730.70,-5668.45,15.56,-5684.01,5699.78,20094,LF (1),Jettrain Airlines,LF,Jettrain Airlines,06680,D,1,1,1996,2
844.34,245.42,249.47,1339.23,168.10,115.76,,,52.34,1421.43,2812.99,1146.20,,585.15,1731.35,61.45,,,1.00,,,,,1019.19,1020.19,,1020.19,2812.99,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1995,2
849.33,,853.63,1702.96,11.21,2.24,,,8.97,78.13,1790.06,681.00,30.00,779.35,1490.35,,,,,,1185.00,,,-885.29,299.71,,299.71,1790.06,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1991,4
862.85,5758.40,305.35,6926.60,14505.41,1220.04,,,13285.37,617.35,20829.32,1829.97,,2324.59,4154.56,,,,,,,,14544.87,2129.89,16674.75,,16674.75,20829.32,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,4,1,2001,4
866.68,1039.73,425.99,2332.40,27543.87,2579.95,,,24963.93,3716.55,31012.88,3933.20,,,3933.20,16063.25,111.55,,,,0.52,,11209.15,-304.78,10904.89,,10904.89,31012.88,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1999,4
868.94,2643.82,4211.24,7724.01,60581.79,49091.97,,,11489.82,6692.88,25906.71,4318.03,42.64,4451.44,8812.11,2446.00,,,,,45.00,-45.00,,14603.60,14648.60,,14648.60,25906.71,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,4,1,2000,4
877.30,12106.20,5076.61,18060.11,492.62,144.90,,,347.72,,18407.83,2000.00,,5289.40,7289.40,,14912.42,,,,,,,-3793.98,-3793.98,,-3793.98,18407.83,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2002,4
878.10,20.05,167.61,1065.76,161.29,110.85,,,50.44,1013.17,2129.37,1465.33,,,1465.33,,270.54,,1.00,,,,,392.50,393.50,,393.50,2129.37,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1994,4
878.18,19.18,76.83,974.18,4405.98,4306.79,,,99.19,,1073.37,242.47,,113.61,356.09,1925.86,,,,,30.00,,395.15,-1633.72,-1208.57,,-1208.57,1073.37,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1990,4
883.73,2799.37,29.29,3712.39,17000.00,10425.11,,,6574.89,22.50,10309.78,3336.70,,161.99,3498.69,2333.33,4306.80,,,,1.00,,,169.96,170.96,,170.96,10309.78,19969,XPQ,International Cargo Xpress,XPQ,International Cargo Xpress,06619,S,1,1,1992,2
890.44,1914.97,2170.95,4976.36,385.73,307.48,,,78.25,,5054.61,691.33,0.00,425.14,1116.46,238.84,,,,,2000.00,,1731.32,-32.02,3699.31,,3699.31,5054.61,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2018,4
900.73,503.19,209.63,1613.55,4888.52,3953.95,,,934.57,,2548.12,1121.50,,1057.52,2179.02,496.41,,,,,30.00,-30.00,395.15,-552.46,-127.31,,-127.31,2548.12,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1993,4
907.54,1958.09,1989.14,4854.78,8568.13,871.48,0.00,0.00,7696.66,9794.55,22345.98,3654.02,180.77,1591.80,5426.59,13621.14,0.00,0.00,0.00,,0.00,,6300.00,-3001.75,3298.25,0.00,3298.25,22345.98,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,2
908.95,7.73,1188.20,2104.89,50.61,13.63,,,36.98,37.17,2179.04,1883.74,,478.60,2362.34,,490.09,,,,300.00,,,-973.38,-673.38,,-673.38,2179.04,20102,SFQ,Pacific International Airlines Inc.,SFQ,Sportsflight Airways Inc.,06824,S,1,1,1995,2
912.00,374.00,126.00,1412.00,8463.00,356.00,,,8107.00,1352.00,10871.00,3990.00,422.00,2785.00,7197.00,8122.00,,,,,10.00,,48.00,-4506.00,-4448.00,,-4448.00,10871.00,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1994,4
915.41,1718.73,2045.60,4679.73,285.35,265.84,,,19.51,,4699.24,658.40,0.00,84.54,742.94,133.72,,,,,2000.00,,1731.32,91.26,3822.58,,3822.58,4699.24,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2016,2
937.79,,272.79,1210.58,7641.91,4397.85,,,3244.06,,4454.64,,,4810.19,4810.19,,,,,,1.00,-1.00,,-356.55,-356.55,,-355.55,4454.64,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2012,2
938.71,8056.14,160.26,9155.12,7971.15,1509.72,,,6461.43,1064.93,16681.48,12177.95,564.77,68.87,12811.59,,,679.41,,,1.00,,100.00,3089.49,3190.49,,3190.49,16681.48,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2010,2
943.63,36.80,81.11,1061.53,4400.83,4307.14,,,93.69,,1155.22,572.83,,31.37,604.21,1925.86,,,,,30.00,,395.15,-1799.99,-1374.84,,-1374.84,1155.22,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1990,2
947.20,912.89,488.37,2348.47,2609.89,1091.78,,,1518.10,140.46,4007.04,239.62,606.50,992.46,1838.58,,,,,,0.90,,,2167.56,2168.46,,2168.46,4007.04,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,1,1,1992,4
950.45,647.04,326.50,1923.99,10876.13,3670.01,,,7206.12,491.00,9621.11,794.15,-15.65,1343.01,2121.51,3977.13,,,,,12.50,,,3509.98,3522.48,,3522.48,9621.11,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2001,2
957.82,955.31,655.12,2568.24,119.85,61.03,0.00,0.00,58.81,318.14,2945.19,2000.32,0.00,2112.09,4112.41,0.00,0.00,0.00,0.00,,0.00,,8415.56,-9582.78,-1167.22,0.00,-1167.22,2945.19,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2021,2
966.00,,175.09,1141.09,5264.65,3647.26,,,1617.40,,2758.49,,,5848.07,5848.07,,,,,,1.00,,,-3090.59,-3090.59,,-3090.59,2758.49,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2019,4
966.41,3080.06,1103.33,5149.81,53078.66,570.94,,,52507.72,8361.11,66018.64,1690.72,,1347.48,3038.20,61284.18,,,,,1.00,,9349.32,-7654.06,1696.26,,1696.26,66018.64,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2010,2
970.23,2388.61,346.45,3705.28,51.21,9.31,0.00,0.00,41.90,109.80,3856.98,882.92,84.18,1002.72,1969.82,0.00,0.00,0.00,0.00,,0.00,,1100.26,786.91,1887.16,0.00,1887.16,3856.98,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2016,4
973.25,,505.32,1478.58,5090.75,3547.64,,,1543.11,,3021.68,,,2250.69,2250.69,,,,,,1.00,,,769.99,770.99,,770.99,3021.68,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2007,4
974.76,8777.55,2051.83,11804.14,45605.50,16837.15,,,28768.34,2050.79,42623.27,9462.45,283.05,1690.53,11436.03,33557.69,,,,,180.00,,,-2550.45,-2370.45,,-2370.45,42623.27,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06911 (1),S,4,1,1996,4
991.36,3363.22,817.31,5171.89,14313.00,3941.35,,,10371.66,1073.36,16616.90,3903.15,22.87,1933.51,5859.53,10575.70,1196.93,,,,1000.00,,-2015.25,,-1015.25,,-1015.25,16616.90,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2005,4
994.27,2772.14,189.43,3955.84,111.83,15.86,0.00,0.00,95.98,121.66,4173.48,687.02,-5.29,1417.90,2099.63,0.00,0.00,0.00,0.00,,0.00,,1100.00,973.85,2073.85,0.00,2073.85,4173.48,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2017,2
994.66,2005.92,2631.06,5631.64,1960.01,93.75,,,1866.25,3596.31,11094.21,9077.18,,759.35,9836.53,,,,,,1.00,,299.35,957.33,1257.68,,1257.68,11094.21,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2008,4
997.99,6422.17,751.59,8171.75,137.50,31.76,150.00,112.50,143.24,11.55,8326.55,7565.76,51.43,193.59,7810.78,,,,,,1.00,,100.00,414.77,515.77,,515.77,8326.55,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2006,4
1005.80,290.95,364.27,1661.02,188.74,69.85,,,118.90,223.12,2003.03,1115.54,,2440.68,3556.22,877.24,,,,,0.03,,2639.97,-5070.43,-2430.43,,-2430.43,2003.03,20168,W9,Eastwind Airlines Inc.,W9,Eastwind Airlines Inc.,06290,D,4,1,1996,2
1007.04,3701.62,830.75,5539.41,15840.01,5888.01,,,9952.00,1317.55,16808.96,5402.31,23.00,,5425.31,11639.36,2174.89,,,,1000.00,,,-3430.60,-2430.60,,-2430.60,16808.96,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2006,4
1015.02,2044.50,60.53,3120.05,52.22,12.01,,,40.20,54.52,3214.78,1477.63,5.78,365.10,1848.51,116.51,265.00,,,,5.00,,3.52,976.23,984.75,,984.75,3214.78,20284,TCQ,Express.Net Airlines,TCQ,Trans Continental Airlines,06895,S,4,1,1995,2
1015.12,569.80,131.84,1716.76,11803.02,8691.54,,,3111.48,116.74,4944.98,1266.91,133.67,,1400.59,282.33,,896.00,,,12.50,-1250.00,,2353.56,2366.06,,2366.06,4944.98,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1994,2
1019.00,530.00,645.00,2194.00,1249.00,38.00,224.00,13.00,1422.00,1407.00,5023.00,1239.00,,794.00,2033.00,,,,6.00,,,,6012.00,-3028.00,2990.00,,2990.00,5023.00,20192,NJ,Vanguard Airlines Inc.,NJ,Vanguard Airlines Inc.,06914,D,1,1,1994,4
1034.27,3028.66,3055.71,7118.64,16806.75,1684.04,0.00,0.00,15122.72,10287.66,32529.01,3529.70,47.10,2759.34,6336.14,20873.27,0.00,0.00,0.00,,0.00,,6300.00,-980.40,5319.60,0.00,5319.60,32529.01,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,4
1047.98,148.38,160.09,1356.45,279.42,43.47,,,235.95,142.62,1735.01,920.78,36.85,1908.83,2866.46,,,,,,225.00,,,-1356.45,-1131.45,,-1131.45,1735.01,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1990,4
1054.97,1845.91,291.47,3192.35,15664.29,5115.93,,,10548.36,705.00,14445.71,780.16,186.00,1910.49,2876.65,7205.44,,,,,12.50,,,4351.13,4363.63,,4363.63,14445.71,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2002,2
1062.16,4857.14,446.86,6366.16,3328.62,472.07,0.00,0.00,2856.54,445.32,9668.02,4401.70,0.00,4896.44,9298.14,5774.01,0.00,0.00,0.00,,0.00,,8115.29,-13519.42,-5404.13,0.00,-5404.13,9668.02,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2022,2
1074.16,,802.25,1876.40,4445.20,3517.52,,,927.68,,2804.08,,,4931.76,4931.76,,,,,,1.00,-1.00,,-2128.68,-2127.68,,-2127.68,2804.08,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2021,4
1081.69,809.47,55.99,1947.16,12185.30,9343.06,,,2842.23,,4789.39,1098.52,,,1098.52,,896.00,,,,12.50,-1250.00,,2782.38,2794.88,,2794.88,4789.39,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1995,2
1084.14,436.95,728.05,2249.13,347.79,314.28,0.00,0.00,33.51,484.48,2767.13,6496.43,1692.39,2649.22,10838.04,2000.00,0.00,0.00,0.00,,0.00,,-511.65,-9559.26,-10070.91,0.00,-10070.91,2767.13,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2012,4
1098.19,1122.13,965.65,3185.97,620.40,58.20,0.00,0.00,562.20,9517.14,13265.30,2614.21,0.24,900.66,3515.11,4368.55,0.00,0.00,0.00,,0.00,,6300.00,-918.36,5381.64,0.00,5381.64,13265.30,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2014,2
1099.00,,987.04,2086.04,7383.27,5069.10,,,2314.17,,4400.20,,,2819.03,2819.03,,,,,,1.00,-1.00,,1580.17,1580.17,,1580.17,4400.20,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06815,S,4,1,2012,4
1099.46,0.25,,1099.71,,,,,,,1099.71,81.03,,,81.03,,,,,,,,992.55,26.13,1018.67,,1018.67,1099.71,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2004,2
1111.63,1400.53,422.84,2935.00,11461.64,9131.51,,,2330.13,,5265.13,916.28,396.30,21.47,1334.04,,,819.00,,,12.50,-1000.00,,3099.59,3112.09,,3112.09,5265.13,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1996,2
1113.94,2957.18,268.61,4339.72,18864.24,13324.68,,,5539.56,186.79,10066.07,4189.02,92.87,1002.57,5284.46,1830.99,2275.67,,,,1000.00,,,-325.05,674.95,,674.95,10066.07,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2009,4
1125.04,2119.80,1978.91,5223.74,364.37,252.44,,,111.93,,5335.67,949.27,0.00,141.17,1090.44,238.84,,,,,2000.00,,1731.32,275.07,4006.40,,4006.40,5335.67,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2019,2
1129.17,481.48,393.56,2004.21,20053.18,7385.00,,,12668.18,452.45,15124.84,3085.24,,18704.67,21789.91,5831.26,,,,,0.10,,1213.92,-13300.36,-12086.34,410.00,-12496.34,15124.84,20399,PLQ,Planet Airways,PLQ,Planet Airways,06776,D,4,1,2003,4
1129.51,2911.87,807.08,4848.46,8177.54,2301.93,,,5875.61,6651.77,17375.84,10482.39,28.36,32.69,10543.43,6500.10,629.09,,,,1000.00,,-1296.78,,-296.78,,-296.78,17375.84,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2004,2
1130.40,1157.50,263.29,2551.20,513.13,165.64,,,347.49,798.06,3696.75,1435.30,95.25,340.69,1871.23,1306.84,,,,,299.60,,,219.07,518.67,,518.67,3696.75,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1992,2
1133.00,1222.00,2085.00,4440.00,18386.00,1635.00,,,16751.00,13509.00,34700.00,14346.00,,3272.00,17618.00,19566.00,,,1700.00,,7753.00,,,-11937.00,-2484.00,,-2484.00,34700.00,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2002,4
1140.50,941.55,1797.31,3879.36,14069.52,3861.21,,,10208.32,27.77,14115.45,5498.40,351.55,1937.80,7787.75,10299.07,738.09,,,,0.10,,4500.00,-9209.56,-4709.46,,-4709.46,14115.45,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06852,S,4,1,2001,2
1144.00,246.00,48.00,1438.00,2815.00,208.00,,,2607.00,758.00,4803.00,12174.00,516.00,847.00,13537.00,1720.00,,,,,1.00,-0.50,187.00,-10642.00,-10454.00,,-10454.00,4803.00,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2000,4
1148.28,10393.84,1103.25,12645.37,657.69,0.00,0.00,0.00,657.69,0.00,13303.06,3974.65,0.00,4210.74,8185.39,0.00,3465.96,0.00,0.00,,0.00,,21049.00,-19397.29,1651.71,0.00,1651.71,13303.06,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,"Dynamic Airways, LLC",01164,S,4,1,2014,4
1160.19,121.45,,1281.64,,,,,,,1281.64,540.38,,,540.38,,,,,,0.10,,992.45,-251.29,741.26,,741.26,1281.64,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2006,4
1170.79,383.25,544.05,2098.09,483.14,30.90,,,452.25,1599.82,4150.15,596.16,,734.39,1330.55,1690.00,,,,,3673.40,,,-2543.80,1129.60,,1129.60,4150.15,20129,1I,Sky Trek International Airlines,1I,Sky Trek International Airlines,06802,D,1,1,1997,4
1171.15,53.31,,1224.45,,,,,,,1224.45,161.51,9.64,50.00,221.15,,,,,,0.10,,992.45,10.76,1003.30,,1003.30,1224.45,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2004,4
1175.91,412.53,79.98,1668.42,339.48,71.47,,,268.01,131.85,2068.28,705.27,50.16,122.08,877.51,981.44,325.40,,,,299.60,,,-415.67,-116.07,,-116.07,2068.28,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1991,2
1179.01,,1799.21,2978.22,2619.17,359.94,9829.70,955.67,11133.26,2483.39,16594.87,7440.11,,2989.24,10429.35,,7500.85,,,,0.01,-1.00,10768.74,-12104.07,-1335.32,,-1335.32,16594.87,20271,WNQ,Winair Inc.,WNQ,Winair Inc.,06927 (1),D,1,1,1998,4
1180.00,460.02,326.18,1966.20,4586.06,3852.82,,,733.25,,2699.45,948.19,,104.13,1052.32,1252.36,,,,,30.00,,395.15,-30.37,394.78,,394.78,2699.45,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1992,2
1180.92,18.91,32.31,1232.14,290.47,258.02,0.00,0.00,32.46,476.99,1741.58,1641.21,98.47,2439.66,4179.34,0.00,0.00,0.00,0.00,,0.00,,881.65,-3319.41,-2437.75,0.00,-2437.75,1741.58,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2020,2
1188.07,867.66,136.95,2192.68,401.14,278.34,,,122.80,24.81,2340.28,201.19,,218.17,419.36,157.12,64.72,,,,0.40,,982.58,716.10,1699.08,,1699.08,2340.28,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2006,2
1198.00,4818.00,1685.00,7701.00,12115.00,1424.00,,,10691.00,48680.00,67072.00,22817.00,398.00,5030.00,28245.00,30000.00,15000.00,,,,,,3000.00,-9173.00,-6173.00,,-6173.00,67072.00,19950,9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,09755,D,1,1,1991,2
1202.00,9585.00,32531.00,43318.00,648.00,214.00,,,434.00,2141.00,45893.00,31319.00,,4034.00,35353.00,40099.00,,9553.00,,,5.00,,11912.00,-51029.00,-39112.00,,-39112.00,45893.00,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,4,1,2002,2
1216.11,4248.70,61.46,5526.27,118.44,30.86,0.00,0.00,87.59,105.22,5719.08,455.79,169.65,2007.92,2633.36,0.00,0.00,0.00,0.00,,0.00,,1100.00,1985.72,3085.72,0.00,3085.72,5719.08,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2017,4
1217.79,91.74,185.51,1495.03,17215.97,9379.72,,,7836.25,,9331.28,699.33,-65.48,1227.57,1861.42,4109.91,,705.00,,,12.50,-1000.00,,2642.45,2654.95,,2654.95,9331.28,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1997,4
1220.93,,26.62,1247.55,295.95,46.62,,,249.33,1073.73,2570.62,149.52,37.60,39.02,226.14,,,,,,1.00,,334.00,2009.48,2344.48,,2344.48,2570.62,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1992,2
1229.14,866.94,1266.39,3362.46,978.52,46.27,,,932.25,2613.00,6907.71,5461.61,140.30,428.08,6029.98,1050.00,,,,,10.00,,48.08,-230.36,-172.27,,-172.27,6907.71,20425,VIQ (1),Viscount Air Service Inc.,VIQ,Viscount Air Service Inc.,06918 (1),S,1,1,1994,2
