NET_INCOME,OP_PROFIT,OP_REVENUE_SCH_PAX,OP_REVENUE_SCH_OTH,OP_REVENUE_NON_SCH,OP_REVENUE_PUB_SVC,OP_REVENUE_OTHER,OP_REVENUE,OP_EXPENSE_FLYING,OP_EXPENSE_MAINT,OP_EXPENSE_ADMIN,DEPR_PR_EQ_OWNED,DEPR_PR_EQ_LEASED,TRANS_EXPENSE,OP_EXPENSE,NON_OP_INT_EXP,NON_OP_EXP_OTH,TAX,EXTRA_ITEMS,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
-19.18,-2074.91,,,8476.98,,,8476.98,4766.23,2324.90,2561.08,,899.69,,10551.89,9.50,2046.24,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,"National Air Cargo Group, Inc. d/b/a Murray Air",07029,D,4,1,2008,4
-17.64,-8.26,,,69.24,,,69.24,18.00,24.25,35.25,,,,77.50,-9.38,,,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2002,2
-17.13,58.46,,,2689.32,,,2689.32,972.13,158.06,333.72,459.51,410.00,297.44,2630.87,,-32.59,43.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1995,2
-13.67,9.61,,,1139.64,,17.51,1157.15,1091.67,25.77,30.11,,,,1147.54,,-23.28,,,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2005,2
-10.40,-23.22,,,974.13,,,974.13,380.80,,106.51,,510.05,,997.35,15.94,-3.11,,,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2004,4
-10.24,2.22,,,4391.51,,,4391.51,1960.56,748.31,849.41,,831.00,,4389.29,-12.47,,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2000,2
-7.07,-70.28,,,4761.98,,51.32,4813.30,2751.21,1172.51,179.13,420.00,,360.73,4883.58,54.31,,-8.90,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2009,4
-6.58,8.29,,,272.85,,,272.85,58.38,80.40,51.17,,,74.61,264.57,-14.87,,,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2001,2
-3.78,-2.36,,,,,,,,,2.36,,,,2.36,,-1.42,,,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2010,2
-2.84,26.82,,,22443.20,,1085.83,23529.03,19604.86,830.77,3034.07,32.51,,,23502.21,-29.66,,,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,2002,2
-1.63,646.64,,,,,1845.03,1845.03,,,1198.39,,,,1198.39,-656.51,8.37,,-0.14,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1991,4
3.94,-130.68,,,7758.62,,,7758.62,6092.38,962.96,833.97,,,,7889.30,28.49,-12.28,-118.40,,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1994,2
4.95,-1.15,35.91,,,,,35.91,25.43,,11.63,,,,37.06,7.84,-1.74,,,20382,VCQ,Victory Air Transport Inc.,VCQ,Victory Air Transport Inc.,07025,D,4,1,2004,2
7.28,816.25,,,14491.64,,,14491.64,6613.11,3871.93,1535.50,1654.84,,,13675.39,-842.04,33.07,,,20371,RLQ,Reliant Airlines,RLQ,Reliant Airlines,06773,S,4,1,2000,4
9.60,9.60,,,736.43,,,736.43,218.55,291.86,212.99,3.43,,,726.83,,,,,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1999,4
15.36,17.20,,2423.29,548.26,,153.29,3124.84,2234.24,347.84,374.12,53.00,,98.44,3107.63,-1.84,,,,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1992,2
16.85,18.03,,,3111.00,,451.33,3562.33,1798.77,834.35,447.69,40.52,,422.96,3544.30,,-1.18,,,20400,PT (1),Capital Cargo International,CCQ,Capital Cargo International,06164,S,4,1,1996,4
17.27,17.23,,,506.99,,,506.99,521.29,,-31.53,,,,489.76,0.04,,,,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1992,2
18.21,-242.53,,,4327.24,,0.00,4327.24,2633.85,639.93,1279.85,16.13,0.00,0.00,4569.77,-5.39,270.23,4.11,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2018,4
19.70,32.84,,,607.35,,61.51,668.86,39.36,,113.70,,482.96,,636.02,,,13.14,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1996,2
22.51,-69.75,,,2169.36,,,2169.36,1212.72,467.64,506.25,52.50,,,2239.11,-20.59,-112.67,,-0.18,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1992,4
23.93,39.88,,,728.06,,227.78,955.84,60.95,,191.37,,663.63,,915.96,,,15.95,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1997,2
26.07,-96.38,,,8414.19,,,8414.19,3725.46,3349.22,891.50,544.40,,,8510.57,136.57,-14.12,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1992,2
26.33,-304.22,,,4582.45,,0.00,4582.45,2646.15,635.40,1592.73,12.39,0.00,0.00,4886.67,-5.72,336.27,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2017,2
33.95,67.29,,,2120.99,,,2120.99,1317.69,426.07,307.37,2.58,,,2053.70,-33.33,,,,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2009,2
34.01,-25.76,,,2164.98,,,2164.98,1087.05,148.26,184.12,,771.31,,2190.74,,59.77,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2004,2
35.15,40.47,,,377.20,,,377.20,116.79,44.77,37.91,,,137.26,336.73,-5.32,,,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06564,S,4,1,2000,2
36.84,36.84,,,2454.90,,,2454.90,870.30,828.96,137.57,74.57,506.67,,2418.06,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2000,4
37.01,37.01,,,825.54,,,825.54,149.17,423.19,208.13,8.04,,,788.53,,,,,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1999,2
38.33,38.33,,,2517.53,,,2517.53,802.09,671.14,35.36,210.61,760.00,,2479.20,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2003,2
39.77,39.77,,,1325.62,,,1325.62,198.84,397.69,410.94,,278.38,,1285.85,,,,,20014,ECQ,Trans American Charter,ECQ,Trans American Charter,06892,S,1,1,1994,2
44.15,44.15,,1214.93,1678.31,,478.94,3372.17,1876.27,966.65,394.06,91.05,,,3328.03,,,,,19685,TPQ,Aerial Transit Company,TPQ,Aerial Transit Company,06001,S,1,1,1990,2
44.64,47.28,,,5815.61,,,5815.61,3788.26,1141.09,612.90,226.08,,,5768.24,40.85,,43.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2011,2
47.36,101.24,,28586.01,1043.38,,24.43,29653.82,15867.56,1098.69,12433.89,143.28,9.17,,29552.59,-78.79,24.92,,,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06746,S,4,1,1997,2
49.57,-82.96,,,14147.16,,,14147.16,6771.46,1854.70,5537.05,66.91,,,14230.12,,132.53,,,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1993,4
49.94,-273.15,,,4535.92,,0.00,4535.92,2715.48,630.80,1446.65,16.13,0.00,0.00,4809.07,-5.39,328.48,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2018,2
51.82,521.08,,,8636.36,0.00,0.00,8636.36,5853.59,1934.36,272.28,55.05,0.00,0.00,8115.28,-88.37,-380.89,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2018,2
52.57,152.57,,,6493.38,,,6493.38,3788.95,1626.98,909.38,15.50,,,6340.81,-100.00,,,,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2009,4
53.98,-183.57,,,4435.74,,0.00,4435.74,2654.48,631.68,1320.77,12.39,0.00,0.00,4619.31,-5.72,243.27,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2017,4
56.17,159.44,,,2685.17,,46.49,2731.66,828.53,713.82,481.93,547.95,,,2572.22,-152.79,-0.48,-50.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2001,2
59.41,-347.91,,,1036.88,,,1036.88,532.96,535.08,298.75,18.00,,,1384.79,-21.44,428.72,,0.04,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1997,4
59.54,533.72,,,6463.52,,-0.17,6463.35,2478.90,1432.78,968.34,,,1049.61,5929.63,-477.67,3.48,,,20399,PLQ,Planet Airways,PLQ,Planet Airways,06777,S,4,1,2000,4
60.30,60.30,3410.51,0.00,0.00,0.00,0.00,3410.51,2257.98,277.49,799.00,15.75,0.00,0.00,3350.21,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2020,4
63.60,105.62,,,1616.35,,,1616.35,519.13,509.61,419.47,62.52,,,1510.73,-45.76,3.74,,,20125,PNQ,Panagra Airways,PNQ,Panagra Airways,06767,S,1,1,1997,2
66.41,-78.14,,,5632.91,,,5632.91,3027.02,1029.37,1047.56,607.09,,,5711.05,174.05,,29.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2023,4
67.49,112.48,,,1198.33,,157.06,1355.39,57.96,,224.50,,960.46,,1242.91,,,44.99,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1996,4
70.59,70.59,,2939.26,5086.17,,,8025.43,3272.47,2545.99,1956.38,180.00,,,7954.84,,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1996,4
73.62,177.63,2147.08,,7435.50,,360.25,9942.83,3859.60,1480.55,3057.78,,1367.28,,9765.20,-103.21,,0.80,,20368,G4,Allegiant Air,G4,Allegiant Air,06035,D,4,1,2002,2
75.09,56.70,,,21538.35,,1839.99,23378.34,11236.12,7802.43,3703.99,369.26,125.88,83.95,23321.64,-11.94,30.33,,,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06885,S,4,1,1997,2
75.80,73.30,,,186.52,,164.46,350.98,274.17,0.30,3.21,,,,277.68,,2.49,,,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1990,2
76.40,76.40,815.79,0.00,0.00,0.00,0.00,815.79,486.48,214.11,27.35,11.46,0.00,0.00,739.40,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2017,4
79.78,79.78,,656.68,,,,656.68,305.50,85.80,,,185.60,,576.90,,,,,,,,CRQ,,,S,,,1990,2
80.55,68.68,,,7015.93,,74.96,7090.89,4558.80,1841.17,202.24,420.00,,,7022.21,64.77,,52.90,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2008,4
81.99,76.31,,,556.90,,133.12,690.02,612.68,0.08,0.95,,,,613.70,,5.68,,,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1990,4
88.22,75.20,,,,,1164.02,1164.02,,,1031.41,43.07,,14.35,1088.82,,13.02,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06045,S,4,1,2005,2
91.08,103.52,,,7294.99,,,7294.99,4551.75,2058.27,565.96,15.50,,,7191.47,-12.44,,,,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2010,4
92.85,206.54,,,1606.22,,488.75,2094.97,538.22,743.37,213.98,133.39,,259.48,1888.43,-87.56,5.24,31.36,,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06746,S,4,1,1990,2
97.36,225.85,,,,,846.38,846.38,,,620.53,,,,620.53,,21.51,150.00,,19065,AJ,Air Micronesia Inc.,AJ,Air Micronesia Inc.,10025,P,1,1,1990,2
97.61,127.61,,,1351.22,,30.22,1381.44,791.75,208.76,251.09,2.24,,,1253.84,,,30.00,,20402,GL,Miami Air International,MMQ,Miami Air International,06691,S,4,1,1991,4
98.52,188.06,,,2826.53,,,2826.53,975.67,641.41,564.86,,456.52,,2638.46,-89.55,,,,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2008,2
99.62,109.49,,,5760.57,,,5760.57,2596.68,1303.17,1234.17,,517.07,,5651.08,-12.60,2.73,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2000,4
99.88,89.40,,,3485.22,,365.98,3851.20,1955.78,857.57,850.01,7.82,90.63,,3761.80,-12.62,23.10,,,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,1999,4
101.78,101.78,8881.37,,44.96,,32.11,8958.44,4586.95,1562.91,1940.75,766.04,,,8856.66,,,,,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,4,1,1996,2
102.53,-250.37,7744.33,,286.51,,44.72,8075.56,2458.80,2106.27,3718.43,30.02,,12.41,8325.93,-44.74,397.63,,,20070,QD,Grand Airways Inc.,QD,Grand Airways Inc.,06540,D,1,1,1995,2
103.92,147.12,,,4916.00,,,4916.00,3269.24,830.46,633.52,35.66,,,4768.88,4.00,-4.91,42.30,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2013,2
109.01,109.01,0.00,0.00,4742.40,0.00,0.00,4742.40,2752.30,1099.53,743.76,37.80,0.00,0.00,4633.38,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2021,4
109.31,58.80,,,13759.36,,,13759.36,9756.77,1969.81,723.86,1250.13,,,13700.56,-192.86,243.36,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2008,2
111.69,120.24,,,9411.92,,0.00,9411.92,6453.06,2171.55,657.58,9.48,0.00,0.00,9291.68,-8.84,0.29,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2012,4
112.60,-1427.31,,,9028.73,,,9028.73,4331.32,2666.47,2580.36,,877.89,,10456.04,0.32,1539.59,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2007,2
115.05,149.05,,,11506.93,,,11506.93,9206.90,1755.18,321.80,74.00,,,11357.88,49.22,,83.21,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1993,4
118.59,117.56,,,594.82,,106.50,701.32,583.37,,0.39,,,,583.76,,1.03,,,19647,JIQ,Jet Fleet Intl. Airlines,JIQ,Jet Fleet Intl. Airlines,06677,S,1,1,1991,2
119.39,16.60,,,,,1147.53,1147.53,,,1092.08,38.85,,,1130.93,,102.79,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06045,S,4,1,2004,2
120.73,120.81,,,2471.92,,,2471.92,1492.29,116.04,553.55,189.23,,,2351.11,-1.77,1.69,,,19981,PAQ,Patriot Airlines Inc.,PAQ,Patriot Airlines Inc.,06754,S,1,1,1993,4
121.49,202.48,,,2186.66,,929.70,3116.36,399.40,,1010.60,,1503.87,,2913.88,,,80.99,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1999,2
121.89,203.15,,,1332.10,,751.95,2084.05,191.75,,421.17,,1267.98,,1880.90,,,81.26,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06765,D,4,1,1998,2
131.14,-171.11,,,1760.73,,,1760.73,946.64,436.53,496.17,52.50,,,1931.84,-10.19,312.29,,0.14,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1993,4
132.18,170.15,,,7887.38,,0.00,7887.38,2315.58,2424.70,902.26,226.65,1848.05,,7717.24,-37.96,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2021,2
134.08,223.47,,,1274.99,,1554.72,2829.71,100.83,,252.42,,2253.00,,2606.24,,,89.39,,20305,PCQ,Pace Airlines,PCQ,Pace Airlines,06764,S,4,1,1997,4
139.98,234.89,,,9590.90,,,9590.90,7020.21,1036.61,988.93,310.26,,,9356.01,-99.42,4.51,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1991,2
141.27,190.92,,,6181.42,,,6181.42,3146.73,1551.61,1000.79,291.38,,,5990.50,4.47,-0.12,54.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2017,2
141.94,141.94,,,491.18,,,491.18,121.85,79.80,147.59,,,,349.24,,,,,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,2001,4
142.03,189.28,4325.97,0.00,0.00,0.00,0.00,4325.97,3349.62,111.55,663.05,12.48,0.00,0.00,4136.69,0.00,-47.25,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2019,2
145.44,925.89,,11173.11,,0.00,0.00,12325.75,8900.55,2084.37,430.98,-16.03,0.00,0.00,11399.86,-55.64,427.84,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2020,2
148.98,582.02,,,3378.74,,,3378.74,980.67,928.03,429.88,,458.15,,2796.72,,,-58.32,-491.37,20203,FCQ,Falcon Air Express,FCQ,Falcon Air Express,06399,S,4,1,2008,4
151.41,157.32,,,8949.91,,0.00,8949.91,5579.00,2365.70,832.65,15.24,0.00,0.00,8792.59,-5.91,0.00,0.00,0.00,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2013,2
151.91,76.54,,,7350.08,,,7350.08,5345.32,1068.23,844.30,15.70,,,7273.54,,75.37,,,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06091,S,1,1,1993,4
158.17,2152.37,,16859.97,,,,16859.97,5580.26,6086.22,3041.12,,,,14707.60,-1709.72,-284.48,,,19950,9R,Flagship Express Services,9R,Rosenbalm Aviation Inc.,09755,D,1,1,1990,2
159.44,-11.95,,,4058.64,,,4058.64,1748.89,1877.29,378.39,66.02,,,4070.58,,171.39,,,20377,X9,Omni Air International LLC,X9,Omni Air Express,06736,S,1,1,1997,2
163.35,86.39,,,,,1255.44,1255.44,,,1134.16,34.89,,,1169.05,76.96,,,,20365,CZQ,Aviation Concepts,CZQ,Aviation Concepts,06044,D,4,1,2006,4
164.68,267.76,3334.86,0.00,0.00,0.00,0.00,3334.86,2201.53,391.52,461.58,12.48,0.00,0.00,3067.11,0.00,-103.08,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2018,4
166.27,240.57,,,2508.28,,7.09,2515.37,902.38,182.15,1188.83,,,1.44,2274.80,-128.74,54.44,,,19787,FDQ,Great American Airways,FDQ,Great American Airways,06549,S,1,1,1990,4
169.47,169.47,3795.73,0.00,0.00,0.00,0.00,3795.73,2765.14,204.49,637.72,18.90,0.00,0.00,3626.26,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2021,2
171.82,171.82,3890.81,0.00,0.00,0.00,0.00,3890.81,2745.71,351.31,606.76,15.21,0.00,0.00,3718.99,0.00,0.00,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2020,2
173.07,153.11,,,10732.63,,,10732.63,4577.56,4311.78,1578.94,111.23,,,10579.51,-2.34,22.29,,,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,4,1,2004,2
174.64,261.45,,,4800.26,,34.08,4834.34,2905.47,1038.96,520.37,108.09,,,4572.89,34.08,-5.39,115.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2011,4
180.70,177.08,,1729.72,2207.36,,,3937.09,1667.89,457.59,762.51,,872.03,,3760.01,,3.62,,,20372,KLQ,Kalitta Charters II,KLQ,Kalitta Charters II,01141,S,4,1,2009,2
186.12,192.37,,,8038.60,0.00,1110.00,9148.60,5798.15,1787.47,1306.83,63.78,0.00,,8956.23,,,6.25,,21577,1TQ,Rhoades Aviation dba Transair,1TQ,Rhoades Aviation dba Transair,81003,S,4,1,2015,4
186.69,442.16,,,3495.20,0.00,0.00,3495.20,2355.75,522.39,168.37,6.54,0.00,0.00,3053.04,-18.23,-237.24,0.00,0.00,21754,2PQ,21 Air LLC,2PQ,21 Air LLC,01207,S,4,1,2017,2
186.95,186.95,,,3782.36,,,3782.36,1884.79,1121.63,149.44,439.55,,,3595.41,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2010,4
194.01,228.66,,,20629.47,,,20629.47,18336.51,1067.93,955.62,3.25,37.50,,20400.81,-11.68,0.72,23.69,,20166,GFQ,Gulf And Caribbean Cargo,GFQ,Gulf And Caribbean Cargo,06565,D,4,1,2005,4
200.63,360.37,,,5743.48,,31.17,5774.65,2455.46,1460.91,909.73,588.19,,,5414.28,-177.55,10.82,-7.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2003,2
205.20,217.78,,,7622.77,,,7622.77,5032.35,1387.29,985.35,,,,7404.99,-12.58,,,,19812,LBQ,Millon Air Inc.,LBQ,Millon Air Inc.,06701,S,1,1,1991,4
205.82,555.69,,,3335.82,,,3335.82,1153.65,641.84,574.28,410.37,,,2780.14,-201.10,-0.27,148.50,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,1999,4
208.35,319.56,,,6395.39,,,6395.39,3868.72,1225.04,184.35,318.23,,479.49,6075.82,29.19,,140.40,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2010,2
208.72,-1216.53,6918.02,,,,,6918.02,2747.55,2066.52,2632.12,,688.36,,8134.55,,1425.25,,,20405,N8,National Air Cargo Group Inc d/ba National Airlines,MRQ,Murray Air,07029,D,4,1,2006,4
213.96,210.28,,,3208.53,,,3208.53,1651.88,511.85,664.90,169.62,,,2998.25,3.68,,,,19981,PAQ,Patriot Airlines Inc.,PAQ,Patriot Airlines Inc.,06754,S,1,1,1994,2
214.00,281.40,,,11002.83,,,11002.83,6865.21,1693.61,783.90,1171.31,207.40,,10721.43,-335.04,267.64,,,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,06069,S,4,1,2007,2
217.72,265.87,2902.95,0.00,0.00,0.00,0.00,2902.95,1801.78,388.30,435.55,11.46,0.00,0.00,2637.09,0.00,-48.15,0.00,0.00,21854,34Q,"Polaris Aviation Solutions, LLC",34Q,"Polaris Aviation Solutions, LLC",01223,D,4,1,2018,2
217.80,232.38,,,6572.12,,,6572.12,4080.18,1538.74,705.33,15.50,,,6339.74,-14.58,,,,21402,PM,"Prescott Support Company, Inc.",PM,"Prescott Support Company, Inc.",01154,S,4,1,2010,2
219.47,232.81,2907.18,,,,,2907.18,1520.75,280.19,649.65,223.78,0.00,,2674.37,-13.33,,,,20106,SM,Sunworld International Airlines,SM,Sunworld International Airlines,06853,D,4,1,2003,2
220.66,-190.33,,,1772.04,,,1772.04,829.11,631.11,449.65,52.50,,,1962.38,-12.71,354.72,,68.97,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1994,4
223.48,240.09,14.00,1010.65,314.46,,1.04,1340.15,474.55,195.74,366.35,62.25,,1.19,1100.06,-16.61,,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1995,4
223.94,370.20,,,8903.05,,17.53,8920.57,7179.92,1068.84,257.61,44.00,,,8550.37,15.54,,161.80,,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1992,2
226.33,-222.97,,,3160.07,,,3160.07,1853.24,801.44,679.44,48.92,,,3383.04,-38.69,487.99,,,19658,TKQ,Trans-Air-Link Corporation,TKQ,Trans-Air-Link Corporation,06889,S,4,1,1990,4
229.59,708.89,0.00,0.00,28968.84,0.00,315.76,29284.60,18779.76,5931.75,3291.72,572.49,0.00,0.00,28575.71,-220.40,-258.90,0.00,0.00,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC",01130,D,4,1,2015,2
231.30,233.21,,286.16,25238.14,,,25524.30,15676.57,2766.58,6847.93,0.00,,0.00,25291.08,-0.11,-1.80,,,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",K8,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06077,S,4,1,2014,2
253.64,253.64,,,3274.80,,,3274.80,982.30,1160.08,76.78,42.00,760.00,,3021.16,,,,,20201,AMQ,Ameristar Air Cargo,AMQ,Ameristar Air Cargo,06055,D,4,1,2001,2
258.20,209.59,,22571.06,926.85,,850.38,24348.28,11950.46,2717.27,8670.59,800.37,,,24138.69,-136.85,85.60,,,20308,WE,Centurion Cargo Inc.,WE,Challenge Air Cargo Inc.,16180,L,1,1,1990,2
260.88,240.08,,,8005.33,,0.00,8005.33,2367.35,2131.05,1076.85,0.00,2190.00,,7765.24,20.80,0.00,,,21518,1EQ,"KaiserAir, Inc.",1EQ,"KaiserAir, Inc.",01162,D,4,1,2017,2
261.02,428.26,,,5490.81,,11.51,5502.31,2503.04,1285.53,498.58,786.91,,,5074.06,-17.19,-0.05,150.00,,19998,SI,Sierra Pacific Airlines,SI,Sierra Pacific Airlines,06798,D,4,1,2005,2
265.31,385.31,,,13385.05,,,13385.05,7082.39,4626.56,1015.36,275.43,,,12999.74,-120.00,,,,19677,BFQ,Buffalo Airways Inc.,BFQ,Buffalo Airways Inc.,06136,S,1,1,1994,4
269.31,393.83,42.35,5487.68,1238.19,,47.67,6815.89,2480.23,1067.25,2724.54,103.58,3.46,43.00,6422.06,-129.02,4.50,,,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3K,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service,06860,D,4,1,1998,2
271.43,303.04,,,6007.03,,30.04,6037.07,2356.78,1074.88,1072.38,,1230.00,,5734.04,-49.12,17.51,,,20299,JX (2),Southeast Airlines,JX,Southeast Airlines,06850,D,4,1,2000,2
