CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
,,,28921.00,1375.00,27546.00,6113.00,11010.00,3132.00,47801.00,,264.00,10575.00,10839.00,69603.00,19918.00,28631.00,60890.00,,,669.00,,,61559.00,,,,21813.00,,111.00,21924.00,142123.00,12320.00,,30993.00,1618.00,11715.00,,3786.00,2459.00,942.00,1630.00,,-2245.00,23406.00,86624.00,1431.00,,,,10850.00,12281.00,,,4027.00,4027.00,1.00,,109.00,,110.00,72846.00,72956.00,-33765.00,39191.00,,39191.00,142123.00,19994,QQ,Reno Air Inc.,QQ,Reno Air Inc.,06775,D,2,2,1999,3
,,,30604.76,100.00,30504.76,1214.84,1097.73,1735.64,34552.96,,,,,86054.94,7067.81,54921.39,38201.36,,,,,,38201.36,,,,,,36366.15,36366.15,109120.47,,,,4725.76,,,1021.50,1500.00,,741.61,,,60985.08,68973.94,,,,,13451.34,13451.34,,,,,,,40015.85,25675.08,65690.92,,65690.92,-38995.73,26695.20,,26695.20,109120.47,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2002,4
,,,30984.00,,30984.00,20123.00,67.00,,51174.00,,,,,30628.00,5230.00,10323.00,25535.00,,,,,,25535.00,,,,,,1949.00,1949.00,78658.00,98240.00,,,,49313.00,,1828.00,,25.00,1152.00,,,10422.00,160980.00,1069.00,,,,,1069.00,,,3138.00,3138.00,,,,,,612.00,612.00,-87141.00,-86529.00,,-86529.00,78658.00,20374,XE,ExpressJet Airlines Inc.,RU,ExpressJet Airlines Inc.,06187,D,2,2,1995,1
,,,33267.14,100.00,33167.14,1573.47,1529.91,1817.13,38087.65,,,,,86712.20,7335.99,58312.64,35735.54,,,,,,35735.54,,,,,,32114.99,32114.99,105938.18,,,,5005.59,,,744.92,1519.00,,1117.07,,,61320.66,69707.24,,,,,6522.92,6522.92,,,,,40015.85,,,,40015.85,,40015.85,-10307.82,29708.03,,29708.03,105938.18,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2003,1
,,,33714.58,100.00,33614.58,1242.33,1008.24,1945.34,37810.48,,,,,86571.28,6913.74,51709.61,41775.41,,,,,,41775.41,,,,,,8611.15,8611.15,88197.03,,,,10901.91,,,827.75,900.00,,1201.59,,,25639.18,39470.43,,,,,28979.19,28979.19,,,,,,,40015.85,,40015.85,18727.29,58743.13,-38995.73,19747.41,,19747.41,88197.03,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2002,3
,,,34490.48,111.91,34378.58,2874.76,2281.10,4136.80,43671.24,,,,,79007.91,14648.57,41465.18,52191.30,248.35,,3107.03,38.50,35.93,55549.25,,,,,,11325.40,11325.40,110545.89,,,26653.63,2262.81,170.47,4.81,1204.53,1609.85,,5648.27,,12475.08,15424.42,65453.87,,,,,325.91,325.91,11783.69,,,11783.69,,,9610.00,,9610.00,,9610.00,23372.42,32982.42,,32982.42,110545.89,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1994,1
,,,35944.00,,35944.00,20585.00,418.00,,56947.00,,,,,37438.00,5246.00,10972.00,31712.00,,2050.00,,,,33762.00,,,,,,154.00,154.00,90863.00,94777.00,,,,49731.00,,1892.00,,-36.00,366.00,,-351.00,9156.00,155535.00,8556.00,,,,,8556.00,,,2272.00,2272.00,,,,,,612.00,612.00,-76112.00,-75500.00,,-75500.00,90863.00,20374,XE,ExpressJet Airlines Inc.,RU,ExpressJet Airlines Inc.,06187,D,2,2,1995,2
,,,39287.55,100.00,39187.55,1219.33,4121.01,3820.94,48348.82,,,,,131.45,91641.74,58769.01,33004.18,,,,,,33004.18,,,,,,27661.64,27661.64,109014.64,,,,3980.73,,,1026.75,1538.00,,1419.18,,,25840.49,33805.16,,,,,38728.92,38728.92,,,,,,,40015.85,,40015.85,,40015.85,-3535.28,36480.57,,36480.57,109014.64,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2003,2
,,,43651.24,199.30,43451.94,2276.97,3392.19,4216.32,53337.41,,,,,84845.91,16546.67,50734.52,50658.06,248.35,,905.32,,,51811.73,,,,,,7023.60,7023.60,112172.74,,,2006.36,3222.55,183.62,,933.47,2319.42,,8934.19,,16484.39,19033.93,53117.92,,,,,325.91,325.91,12880.29,,,12880.29,,,9610.00,,9610.00,,9610.00,36238.62,45848.62,,45848.62,112172.74,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,2,2,1995,2
,,,43944.67,100.00,43844.67,1260.55,5827.95,7357.06,58290.23,,,,,52987.48,38275.47,60910.70,30352.25,,,,,,30352.25,,,,,,23278.17,23278.17,111920.65,,,,2787.66,,,1225.32,1557.00,,1330.00,,,31360.72,38260.69,,,,,35492.31,35492.31,,,,,,,40015.85,,40015.85,,40015.85,-1848.20,38167.65,,38167.65,111920.65,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2003,3
,,,48855.88,420.79,48435.09,236.25,3579.13,3456.24,55706.71,,,204.25,204.25,,2801.41,2511.62,289.79,,,135.16,,,424.95,,,,,,1800.36,1800.36,58136.27,,,,5938.23,,,4831.89,840.93,,,,2887.64,17750.42,32249.11,,,,,28035.16,28035.16,,,,,,,,-97917.45,-97917.45,101040.77,3123.31,-5271.30,-2147.99,,-2147.99,58136.27,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,2007,2
,,,106265.00,30.00,106235.00,22161.00,412.00,,128808.00,,,,,170145.00,13241.00,37612.00,145774.00,,38483.00,,10643.00,448.00,194452.00,,,,,,5053.00,5053.00,328313.00,6395.00,,,42564.00,54810.00,1262.00,9696.00,2428.00,,935.00,,,336.00,118426.00,99450.00,,,7371.00,,106821.00,41366.00,,4100.00,45466.00,,,,,,15000.00,15000.00,42600.00,57600.00,,57600.00,328313.00,20374,XE,ExpressJet Airlines Inc.,RU,ExpressJet Airlines Inc.,06187,D,2,2,1998,4
,,13.01,20656.06,242.86,20426.21,29.73,2843.25,999.35,24298.53,,931.36,,931.36,571688.19,3769.51,185777.75,389679.95,,267.57,,50000.00,12458.17,427489.34,2358.94,,2358.94,3714.42,1692.39,12682.34,18089.14,473167.31,4339.00,2353.00,,56901.99,1356.84,,225.69,1653.00,4086.88,1986.07,,,1207.75,74110.22,202801.73,173018.48,,,6196.73,382016.94,21901.24,,,21901.24,,,1.00,,1.00,3810.01,3811.01,-8672.10,-4861.09,,-4861.09,473167.31,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1997,1
,,25.00,5477.26,98.49,5403.77,,1375.56,1902.14,8681.48,,,,,39790.24,3619.62,17931.51,25478.35,,,,,,25478.35,4921.54,1294.69,3626.85,,,163.75,163.75,37950.42,3461.54,2025.00,,2205.18,,,421.44,,552.27,298.13,,,20.10,8983.66,32692.31,,,,,32692.31,,,,,,,180.00,,180.00,,180.00,-3905.55,-3725.55,,-3725.55,37950.42,,,,U7,,,D,,,1997,1
,,373.68,38329.62,3150.67,35552.63,13.65,3931.10,7096.30,46593.68,,2708.15,,2708.15,610774.25,3730.34,191417.05,423087.53,,,,50000.00,9622.32,463465.21,1650.00,,1650.00,1429.10,2660.97,11431.43,15521.50,529938.55,229065.15,,8123.25,43487.63,1947.85,39197.65,367.68,1648.71,4515.17,301.45,,,2164.08,330818.61,,212699.72,,,,212699.72,-6772.58,,,-6772.58,,,1.00,,1.00,3810.01,3811.01,-10618.22,-6807.21,,-6807.21,529938.55,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1994,4
,,383.02,27035.45,3340.04,24078.44,19.25,2435.19,7096.30,33629.19,,759.90,,759.90,576326.94,3765.15,161311.93,418780.16,,,,50000.00,10414.25,458365.91,1650.00,,1650.00,6416.28,2396.62,11086.76,19899.66,514304.66,199544.18,,7740.37,51075.88,2744.20,39412.06,393.06,1826.00,4389.65,390.65,,,1674.83,309190.87,,201322.51,,,,201322.51,-29.05,,,-29.05,,,1.00,,1.00,3810.01,3811.01,9.31,3820.32,,3820.32,514304.66,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1995,1
,,580.29,55319.82,,55900.11,1380.50,1440.00,4086.50,62807.11,,,,,81381.33,7769.99,63406.70,25744.62,,,,,,25744.62,,,,,,35765.84,35765.84,124317.58,,,,2364.30,,,1535.68,1510.00,,504.45,,,36880.08,42794.51,1278.00,,,,29786.35,31064.35,,,,,,,,,,44585.97,44585.97,5872.75,50458.72,,50458.72,124317.58,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2003,4
,,591.24,67120.01,,67711.24,1390.34,2175.82,4192.81,75470.22,4570.12,,,4570.12,70539.46,7924.09,55341.57,23121.97,,,,,,23121.97,,,,,,28623.13,28623.13,131785.44,,,,4833.36,,,1351.05,1510.00,,642.04,,,43384.61,51721.05,1278.00,,,,22352.17,23630.17,,,,,,,,,,44585.97,44585.97,11848.25,56434.22,,56434.22,131785.44,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2004,1
,,1034.44,23907.77,1135.79,23806.42,144.57,470.50,8381.95,32803.45,,213.52,,213.52,570978.63,3885.34,162780.42,412083.55,,,,50000.00,10742.23,451341.32,4102.00,,4102.00,5272.06,2150.48,10809.04,18231.57,506691.86,196487.42,,5657.25,49982.66,1567.13,39412.06,838.58,1826.00,8290.69,162.05,,,1637.26,305861.09,,211971.44,,,,211971.44,-4258.64,,,-4258.64,,,1.00,,1.00,3810.01,3811.01,-10693.04,-6882.03,,-6882.03,506691.86,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1995,2
,55.50,6754.60,129081.36,,135835.97,17217.56,,6395.02,159504.04,,,,,103291.77,26660.02,49024.02,80927.77,,,1523.67,,,82451.44,,,,,,49.68,49.68,242005.15,2350.99,,,27995.22,,,2218.71,2647.10,23.53,15226.01,,,154645.06,205106.62,1844.56,,,,,1844.56,18458.82,3195.72,,21654.54,,,32900.83,,32900.83,,32900.83,-19501.40,13399.43,,13399.43,242005.15,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1994,4
,569.82,28.19,,,28.19,,,,598.01,,,,,,55.99,,55.99,,,,,,55.99,,,,,,1499.35,1499.35,2153.35,,,,1172.59,,,,,,,,,2749.17,3921.76,,,,,33.03,33.03,,,,,,,1.00,,1.00,,1.00,-1802.45,-1801.45,,-1801.45,2153.35,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06092,D,1,1,1996,2
,710.52,,6299.60,270.00,6029.60,677.58,1151.32,141.52,8710.53,,,,,37476.72,2789.84,18313.34,21953.23,,,,,,21953.23,117000.00,13600.96,103399.04,395.51,,,395.51,134458.31,,,,,9914.13,,167.03,1635.07,,,,4519.70,6375.52,22611.45,159587.43,,340.29,,22861.98,182789.70,,,2831.46,2831.46,,,,,,-65128.67,-65128.67,-8645.64,-73774.31,,-73774.31,134458.31,19982,TB (1),USAir Shuttle,TB,USAir Shuttle,06907,D,2,2,1994,4
,728.91,1963.13,176642.87,5642.93,172963.07,4025.76,32868.11,,210585.85,,-192.73,,-192.73,333685.62,433124.94,365457.29,401353.26,,,1968.64,,,403321.90,,,,2770.08,,3689.03,6459.11,620174.13,6879.59,,,95727.68,33692.90,,33218.04,22004.09,,-34255.69,,,17650.91,174917.52,350060.46,,,15549.91,44965.71,410576.08,23761.64,,,23761.64,,,0.18,,0.18,141728.48,141728.66,-36888.40,104840.26,93921.37,10918.89,620174.13,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2001,1
,728.91,3513.62,168228.83,5205.76,166536.68,9923.02,29098.75,,206287.37,,-174934.64,,-174934.64,,810128.05,385360.18,424767.88,,,6645.14,,,431413.02,,,,3732.56,,3688.89,7421.44,470187.19,3095.36,,,98767.68,5689.69,,22741.87,23452.10,,-34036.79,,,276097.32,395807.21,13643.10,,,14989.80,44693.90,73326.80,23761.64,,,23761.64,,,0.18,,0.18,176676.40,176676.58,-105463.66,71212.92,93921.37,-22708.46,470187.19,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2001,2
,849.33,1494.07,197675.33,6802.18,192367.22,2865.10,72473.23,,268554.87,,-34.80,,-34.80,306384.20,384932.32,344879.32,346437.21,,,982.70,,,347419.91,,,,2033.45,,3697.74,5731.19,621671.17,6761.37,,,103380.57,44914.08,,21557.30,20259.26,,105.37,,,21454.89,218432.83,255911.75,,,15183.14,47444.67,318539.55,23808.60,,,23808.60,,,0.18,,0.18,141728.48,141728.66,13082.90,154811.56,93921.37,60890.19,621671.17,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2000,4
,1049.06,1599.96,180062.83,6437.36,175225.43,2721.69,49468.38,,228464.56,,-1138.81,,-1138.81,202487.49,501136.87,409990.81,293633.55,,,19386.26,,,313019.82,,,,-170.64,,14.84,-155.80,540189.77,18665.36,,,106916.98,27140.00,,30019.73,18642.14,,-20488.91,,,57778.30,238673.59,104378.33,,,14642.08,49458.03,168478.43,22721.65,,,22721.65,,,0.18,,0.18,141728.48,141728.66,56672.04,198400.70,88084.60,110316.10,540189.77,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2000,3
,1221.77,20.16,,,20.16,,,29.21,1271.14,,,,,,183.98,124.93,59.05,,,,,,59.05,,,,,,1536.22,1536.22,2866.40,,,,1153.92,,,,,,,,,1665.83,2819.74,34.68,,,,,34.68,,,,,,,1.00,,1.00,,1.00,10.98,11.98,,11.98,2866.40,19972,HCQ,Av Atlantic,HCQ,Av Atlantic,06092,D,1,1,1996,1
,1300.97,1997.21,181519.39,5552.15,177964.45,2990.75,60568.61,,242824.78,,-331.20,,-331.20,348103.47,337111.68,409065.08,276150.07,,,6950.42,,,283100.49,,,,8663.16,,,8663.16,534257.22,17062.50,,,115504.41,16325.03,,19990.08,20687.54,,10635.04,,,34460.63,234665.23,78867.84,,,12469.12,60501.17,151838.13,22819.70,,,22819.70,,,11.18,,11.18,61702.88,61714.06,143220.11,204934.17,80000.00,124934.17,534257.22,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2000,2
,1789.23,,21053.68,3292.98,17760.70,11106.49,7418.74,1349.98,39425.14,431.18,3178.79,1128.54,4738.50,52295.59,10503.49,26620.43,36178.65,,,2415.14,,,38593.79,30093.25,5268.88,24824.37,395.88,,1082.51,1478.38,109060.19,950.10,,,113136.41,,,2676.41,4986.00,3029.81,976.14,,47374.15,30835.67,203964.68,5175.00,31156.17,11025.73,,22069.30,69426.19,,,3110.96,3110.96,,,5751.13,,5751.13,3223.31,8974.44,-176416.09,-167441.65,,-167441.65,109060.19,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,1992,4
,2114.42,1251.83,179511.99,7955.04,172808.78,2132.33,55901.66,,232957.20,,-365.77,,-365.77,336136.73,325108.52,392541.02,268704.23,,,3076.36,,,271780.59,,,,8664.04,,,8664.04,513036.05,16728.15,,,106961.59,16923.63,,32947.95,19696.55,,10605.90,,,19397.46,223261.22,64878.44,,,10177.05,58483.88,133539.37,23136.94,,,23136.94,,,11.18,,11.18,61702.88,61714.06,151384.46,213098.52,80000.00,133098.52,513036.05,20357,ER,"Astar USA, LLC",ER,DHL Airways,06170,D,3,3,2000,1
,2702.01,,21036.70,3186.49,17850.21,10582.61,5818.82,-845.72,36107.93,474.19,3211.18,1319.00,5004.37,47294.73,10519.64,23046.04,34768.32,,,4540.96,,,39309.28,30093.25,5268.88,24824.37,400.30,,2933.39,3333.69,108579.63,950.10,3375.00,,124665.28,,,2289.90,4939.16,3091.31,1072.31,,43344.80,27822.71,211550.55,1600.00,30930.62,11623.81,,22680.34,66834.78,,,2946.40,2946.40,,,5751.13,,5751.13,3223.31,8974.44,-181726.53,-172752.09,,-172752.09,108579.63,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,1993,1
,3231.75,,363.25,,363.25,570.63,1837.99,,6003.62,,,,,66679.21,,1339.83,65339.38,,,,,,65339.38,,,,,,6198.27,6198.27,77541.27,,,74854.39,3584.28,180.99,,60.59,128.19,361.28,139.77,,,600.00,79909.49,,,,,,,,,,,,,,,,5000.00,5000.00,-7368.22,-2368.22,,-2368.22,77541.27,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,1,1,2005,4
,3248.56,,11759.65,896.62,10863.03,1032.92,1355.93,-10.09,16490.35,,,,,95186.07,18699.41,53626.55,60258.93,,,126.49,,,60385.42,2217.33,1112.46,1104.88,,362.72,,362.72,78343.36,,,,7214.68,,,37.57,,36.95,266.66,,,10242.49,17798.35,57830.13,,,,358.14,58188.27,,,,,,,0.50,,0.50,5.68,6.18,2350.56,2356.74,,2356.74,78343.36,20151,M6,Amerijet International,M6,Amerijet International,06052,D,1,1,2001,3
,3851.16,,447.73,,447.73,299.22,2236.91,,6835.02,,,,,92033.98,,2210.18,89823.80,,,,,,89823.80,,,,,,8312.21,8312.21,104971.03,,627.80,96763.14,3639.81,246.82,,94.34,173.19,554.19,302.35,,,800.00,103201.63,2458.88,,,,,2458.88,,,,,,,,,,5000.00,5000.00,-5689.49,-689.49,,-689.49,104971.03,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,1,1,2006,1
,3920.02,,2416.69,204.02,2212.67,389.37,2923.24,4471.14,13916.44,,,,,,797.03,180.16,616.87,,,,,,616.87,,,,492.20,1609.20,2170.47,4271.86,18805.17,,,128.39,4438.70,,,442.27,140.19,,1215.06,,,7135.95,13500.55,2889.40,,,,,2889.40,,,,,,,,,,2350.00,2350.00,65.22,2415.22,,2415.22,18805.17,20019,5J (1),Private Jet Expeditions,PJQ,Private Jet Expeditions,06762,D,2,2,1993,1
,4050.32,,1504.92,,1504.92,476.94,3172.94,,9205.13,,,,,92021.88,,3200.48,88821.40,,,,,,88821.40,,,,,,8831.35,8831.35,106857.88,96638.33,627.80,,3351.13,245.83,,151.28,218.19,717.05,335.14,,,252.63,102537.38,2301.93,,,,,2301.93,,,2361.04,2361.04,,,,,,5000.00,5000.00,-5342.47,-342.47,,-342.47,106857.88,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,1,1,2006,2
,5264.59,,19243.57,2589.07,16654.50,11490.72,6825.30,1369.61,41604.72,441.93,3002.47,1520.96,4965.36,57680.28,11059.96,22253.89,46486.35,,,2899.62,,,49385.97,587.83,587.83,,8753.88,,3355.84,12109.72,108065.77,44542.46,,,77086.51,,,2618.42,4918.22,9623.98,1134.08,,48900.10,8790.25,197614.02,2772.08,85139.51,8655.95,,22648.19,119215.74,,,359.66,359.66,,,5751.13,,5751.13,3223.31,8974.44,-218098.08,-209123.64,,-209123.64,108065.77,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,1992,3
,5604.32,,24148.56,2974.02,21174.54,10615.33,6671.32,853.67,44919.18,349.06,3232.32,1463.15,5044.54,56051.60,10827.39,20156.91,46722.09,,,2726.07,,,49448.15,12975.12,3691.15,9283.96,9284.21,,3648.04,12932.26,121628.09,55372.90,,,98368.79,5702.97,7224.56,2481.98,4467.27,,1090.12,,52336.48,8465.41,235510.48,823.84,86101.45,7417.45,,27111.24,121453.98,,,382.81,382.81,,,5751.13,,5751.13,3223.31,8974.44,-244693.62,-235719.18,,-235719.18,121628.09,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,2,2,1992,2
,5624.36,,1188.97,,1188.97,112.72,4.58,6838.38,13769.01,,,,,29229.85,1521.62,7255.18,23496.29,,,,10318.11,3996.06,29818.34,,,,,,465.12,465.12,44052.48,,2739.55,,2389.31,4987.36,1175.92,,,,,,,6838.38,18130.52,11946.01,,,5594.14,,17540.15,,,,,,,1.00,,1.00,1115.00,1116.00,7265.81,8381.81,,8381.81,44052.48,20402,GL,Miami Air International,MMQ,Miami Air International,06690,D,1,1,1998,4
,6422.67,,1216.94,,1216.94,13737.24,,10976.22,32353.07,,,,,99447.65,21000.32,32918.07,87529.90,,,3294.83,,,90824.73,,,,,,53.40,53.40,123231.20,2036.30,,,38617.00,,,3040.92,2289.18,72.40,2547.00,,,35435.34,84038.14,5288.72,,,,,5288.72,9981.82,,408.73,10390.56,,,,,,32900.83,32900.83,-9387.05,23513.78,,23513.78,123231.20,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1993,2
,6473.22,,1225.88,,1225.88,13172.17,,10152.71,31023.98,,,,,98661.57,23232.59,37670.89,84223.27,,,1066.11,,,85289.38,,,,,,40.78,40.78,116354.14,2036.37,,,20725.32,,,5074.70,2380.39,245.78,2864.38,,,38622.68,71949.62,5279.58,,,,,5279.58,9981.82,,980.67,10962.49,,,,,,32900.83,32900.83,-4738.38,28162.45,,28162.45,116354.14,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1993,3
,6476.38,,11324.97,,11324.97,12646.15,,3939.74,34387.24,,,,,56353.39,12744.14,7256.80,61840.73,,,30552.92,,,92393.65,,,,,,71.19,71.19,126852.08,1943.09,,,49581.31,,,2741.91,2242.93,278.18,2740.40,,,29792.44,89320.26,6318.77,,,,,6318.77,9981.82,,698.52,10680.34,,,,,,32900.83,32900.83,-12368.12,20532.71,,20532.71,126852.08,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1993,1
,6539.42,,1131.70,,1131.70,17061.19,,9004.40,33736.70,,,,,101410.84,23983.38,38798.47,86595.75,,,876.08,,,87471.83,,,,,,40.93,40.93,121249.47,2134.88,,,19260.10,,,4973.54,2450.29,43.14,3285.44,,,25713.56,57860.94,4193.04,,,,,4193.04,18884.08,,11380.34,30264.42,,,,,,32900.83,32900.83,-3969.76,28931.08,,28931.08,121249.47,20398,MQ,Envoy Air,MQ,Simmons Airlines,06820,D,2,2,1993,4
,7667.04,,3057.64,,3057.64,663.95,4029.69,,15418.32,,,,,92244.82,,4289.17,87955.65,,,,,,87955.65,,,,,,6706.55,6706.55,110080.52,2648.61,627.80,9000.00,4634.10,2.66,,108.50,263.19,1083.89,,,,1320.63,19689.38,84849.40,,,,,84849.40,2299.58,,,2299.58,,,,,,5000.00,5000.00,-1757.84,3242.16,,3242.16,110080.52,20500,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,07041,D,1,1,2006,3
-89196.00,2861864.00,18478.00,237519.00,3642.00,252355.00,227423.00,96663.00,,3349109.00,,,,,13656217.00,1563746.00,5245225.00,9974738.00,28672.00,233812.00,372814.00,167643.00,156279.00,10621400.00,,,,,,268820.00,268820.00,14239329.00,157827.00,,,97550.00,217863.00,12010.00,92897.00,193442.00,30846.00,68040.00,,1400111.00,647029.00,2917615.00,3304695.00,,,25956.00,,3330651.00,1959257.00,,496033.00,2455290.00,,,807612.00,,807612.00,1218627.00,2026239.00,4454591.00,6480830.00,945057.00,5535773.00,14239329.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2010,1
-77105.00,1567782.00,2837.00,88343.00,8135.00,83045.00,77235.00,80110.00,28191.00,1759258.00,8307.00,,,8307.00,7134466.00,758718.00,2289527.00,5603657.00,27588.00,402180.00,96997.00,182564.00,105763.00,6207223.00,,,,1725.00,,30038.00,31763.00,8006551.00,481665.00,,,92508.00,166083.00,8489.00,44740.00,80980.00,10529.00,86907.00,,522084.00,445360.00,1939345.00,649840.00,,,101776.00,22641.00,774257.00,1063933.00,,279356.00,1343289.00,,,764607.00,,764607.00,15352.00,779959.00,3169701.00,3949660.00,,3949660.00,8006551.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2001,3
-62640.00,1584937.00,-5892.00,1886134.00,21817.00,1858425.00,323005.00,256017.00,27424.00,3987168.00,970632.00,1016369.00,904885.00,2891886.00,15325991.00,3771972.00,5142521.00,13955442.00,8477.00,167704.00,260896.00,2625346.00,502019.00,16515846.00,472557.00,316241.00,156316.00,64289.00,,1759112.00,1823401.00,25374617.00,1269318.00,,,535045.00,152238.00,213833.00,514590.00,383962.00,199709.00,83547.00,,1351815.00,2263531.00,6967588.00,7097980.00,55348.00,2249715.00,1844500.00,3363264.00,14610807.00,,,768631.00,768631.00,,,,,,5228551.00,5228551.00,-2200960.00,3027591.00,,3027591.00,25374617.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3,3,2002,3
-61204.00,2314850.00,18755.00,227674.00,4144.00,242285.00,195890.00,88897.00,,2780718.00,,,,,13592963.00,1501971.00,5014993.00,10079941.00,28672.00,233371.00,339762.00,167643.00,151211.00,10698178.00,,,,,,256310.00,256310.00,13735206.00,183353.00,,,126723.00,172023.00,14293.00,171917.00,184484.00,37766.00,53194.00,,1213889.00,866264.00,3023906.00,3366948.00,,,11320.00,24149.00,3402417.00,1582127.00,,509542.00,2091669.00,,,807612.00,,807612.00,1226029.00,2033641.00,4161433.00,6195074.00,977860.00,5217214.00,13735206.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3,3,2009,3
