CASH,SHORT_TERM_INV,NOTES_RECEIVABLE,ACCTS_RECEIVABLE,ACCTS_NOT_COLLECT,NOTES_ACC_REC_NET,PARTS_SUPPLIES_NET,PREPAID_ITEMS,CURR_ASSETS_OTH,CURR_ASSETS,INVEST_ASSOC_COMP,INVEST_REC_OTH,SPECIAL_FUNDS,INVEST_SPEC_FUNDS,FLIGHT_EQUIP,PROP_EQUIP_GROUND,DEPR_PR_EQ_GROUND,PROP_EQUIP_NET,LAND,EQUIP_DEP_ADV_PAY,CONSTRUCTION,LEASED_PROP_CAP,LEASED_PROP_ACC,PROP_EQUIP,PROP_EQUIP_NON_OP,DEPR_PR_EQ_NON_OP,PROP_EQUIP_NO_TOT,PRE_PAY_LONG_TERM,NON_AMORT_DEV,ASSETS_OTH_DEF,ASSETS_OTHER,ASSETS,LONG_DEBT_CUR_MAT,NOTES_PAY_BANKS,NOTES_PAY_OTHER,ACCTS_PAY_TRADE,ACCTS_PAY_OTHER,CURR_OB_CAP_LEASE,ACCR_SALARIES,ACCR_VACATION,ACCR_INTEREST,ACCR_TAXES,DIVIDENDS,LIAB_AIR_TRAFFIC,CURR_LIAB_OTH,CURR_LIABILITIES,LONG_TERM_DEBT,ADV_ASSOC_COMP,PENSION_LIAB,NON_REC_OB_CAP_LS,NON_REC_LIAB_OTH,NON_REC_LIAB,DEF_TAXES,DEF_TAX_CREDITS,DEF_CREDITS_OTH,DEF_CREDITS,PF_SHARES,PF_SHARES_NUM,COM_SHARES,UNISSUED_STOCK,CAPITAL_STOCK,ADD_CAPITAL_INV,PAID_IN_CAPITAL,RET_EARNINGS,SH_HLD_EQUITY,TREAS_STOCK_NUM,SH_HLD_EQUIT_NET,LIAB_SH_HLD_EQUITY,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
1320.37,454.89,,2517.21,476.00,2041.21,239.29,425.99,,4481.74,68.63,584.87,,653.50,11901.82,610.13,3004.71,9507.23,,,,,,9507.23,,,,,,114.28,114.28,14756.76,3125.80,388.70,,2211.83,,,123.13,,79.86,301.57,,1463.69,303.40,7997.98,6196.39,,,,,6196.39,,,,,,,1.00,,1.00,159.89,160.89,401.51,562.40,,562.40,14756.76,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,09750,D,1,1,1991,2
1320.93,,,14489.03,834.21,13654.82,591.85,1026.55,,16594.15,500.00,,570.34,1070.34,4083.22,2167.73,4516.42,1734.52,,2.50,,,,1737.02,,,,-16.80,83.30,280.73,347.23,19748.74,,,,6137.65,3193.77,,571.59,202.17,-368.26,6106.36,,,,15843.28,,1646.16,,,,1646.16,,,,,,,0.10,,0.10,7256.62,7256.72,-4997.41,2259.31,,2259.31,19748.74,20194,JW,Arrow Air Inc.,JW,Arrow Air Inc.,06061,D,1,1,1993,3
1321.52,,,18063.26,593.87,17469.40,66.10,3638.66,7634.61,30130.28,,,,,558706.92,3463.92,174451.75,387719.10,,335.65,-0.30,50000.00,11126.27,426928.18,5810.86,,5810.86,1049.86,1831.65,11592.54,14474.05,477343.36,109438.38,,1188.30,40972.20,,35247.82,195.57,1667.74,953.04,366.61,,,1632.16,191661.82,36751.79,203954.22,,,,240706.01,19776.80,,,19776.80,,,1.00,,1.00,3810.01,3811.01,21387.73,25198.74,,25198.74,477343.36,20057,EZ,Evergreen International Inc.,EZ,Evergreen International Inc.,06198,D,2,2,1996,2
1325.00,,,2129.00,,2129.00,54.00,122.00,216.00,3846.00,1192.00,,,1192.00,14004.00,760.00,7530.00,7234.00,,947.00,,,,8181.00,,,,78.00,,5008.00,5086.00,18305.00,1107.00,,,756.00,521.00,,225.00,472.00,,45.00,,,4774.00,7900.00,3319.00,,,,731.00,4050.00,,,10.00,10.00,,,1.00,,1.00,41642.00,41643.00,-35298.00,6345.00,,6345.00,18305.00,20400,PT (1),Capital Cargo International,PT,Capital Cargo International,06165,D,1,1,2005,4
1325.46,,,4452.44,30.00,4422.44,585.82,410.32,6.53,6750.57,,,,,365.43,131.14,83.67,412.90,,,,,,412.90,715.34,431.14,284.20,,,237.51,237.51,7685.17,,,3409.26,6671.81,,,1.75,469.40,,,,,4896.50,15448.72,,,,,,,,,,,,,,,,27404.66,27404.66,-35168.21,-7763.55,,-7763.55,7685.17,20450,F2,Omega Air Holdings d/b/a Focus Air,F2,Omega Air Holdings d/b/a Focus Air,06006,D,1,1,2007,2
1326.22,0.00,0.00,30987.30,1108.98,29878.32,3696.96,5373.12,16138.95,56413.57,0.00,0.00,0.00,0.00,460.50,21643.42,9864.75,12239.17,0.00,0.00,1871.87,0.00,0.00,14111.04,3693.66,712.61,2981.05,0.00,0.00,59812.63,59812.63,133318.28,450.68,43666.49,0.00,11352.88,1008.53,0.00,1002.34,1508.74,0.00,2381.84,0.00,0.00,31010.91,92382.41,58.84,0.00,0.00,584.32,509.37,1152.53,2193.62,0.00,0.00,2193.62,0.00,,14.59,0.00,14.59,40737.12,40751.71,-3161.98,37589.73,0.00,37589.73,133318.28,20151,M6,Amerijet International,M6,Amerijet International,06052,D,2,2,2019,1
1326.41,,14.69,2863.56,30.00,2848.25,585.82,287.68,94.49,5142.66,,,,,79.14,131.14,72.75,137.53,,,,,,137.53,732.77,394.92,337.85,,,267.73,267.73,5885.77,,,1076.16,3787.40,,,1.22,569.59,,,,,7261.38,12695.75,,,,,,,,,,,,,,,,27404.66,27404.66,-34214.64,-6809.98,,-6809.98,5885.77,20450,F2,Omega Air Holdings d/b/a Focus Air,F2,Omega Air Holdings d/b/a Focus Air,06006,D,1,1,2007,1
1329.82,57375.35,,114823.51,50666.76,64156.75,7570.77,9915.54,7565.85,147914.07,,,,,39002.27,21162.11,19758.07,40406.32,898.91,,,,,41305.23,,,,,,60212.83,60212.83,249432.13,,,,4905.20,17324.79,,3939.13,3731.02,491.56,23598.74,,,4406.77,58397.22,121000.00,,1514.32,,,122514.32,7507.22,,951.57,8458.79,0.10,,220.81,,220.91,85967.16,86188.06,-26126.25,60061.81,,60061.81,249432.13,20363,9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,07024,D,2,2,2006,3
1330.39,62713.22,0.00,12083.26,37.20,12046.06,5114.72,6461.94,503.85,88170.19,0.00,4275.00,0.00,4275.00,203890.48,12751.57,105788.64,110853.42,0.00,0.00,2458.58,0.00,0.00,113312.00,0.00,0.00,0.00,49.36,0.00,68193.52,68242.87,274000.06,14850.92,0.00,0.00,12935.30,1669.47,0.00,6378.05,4938.93,0.97,324.94,0.00,0.00,47161.17,88259.75,78394.11,0.00,0.00,0.00,1155.43,79549.54,888.05,0.00,45205.43,46093.48,0.00,,0.00,0.00,0.00,1033.70,1033.70,59063.59,60097.29,0.00,60097.29,274000.06,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,2021,2
1330.85,,,7595.32,384.08,7211.23,3757.76,4507.62,1851.97,18659.44,,,,,31063.51,2817.10,16719.95,17160.67,,,,,,17160.67,,,,,512.29,1265.69,1777.99,37598.09,,,,8036.57,,,,,,1455.00,,11579.05,4937.92,26008.54,8150.00,,,,6.00,8156.00,,,,,,,0.60,,0.60,1349.04,1349.64,2083.91,3433.56,,3433.56,37598.09,19952,KW,Carnival Air Lines Inc.,KW,Carnival Air Lines Inc.,06748,D,2,2,1994,3
1333.25,2861.98,,834.40,3.26,831.14,,-421.98,760.17,5364.55,,,,,2292.76,,70.99,2221.77,,,,,,2221.77,372.46,320.00,52.46,,26.85,1536.98,1563.82,9202.60,,,,3742.16,6586.35,,419.47,,-14.34,,,1217.19,2464.71,14415.54,,,,,,,,,,,,,10.00,,10.00,1990.00,2000.00,-7212.94,-5212.94,,-5212.94,9202.60,20147,T9,TransMeridian Airlines,T9,TransMeridian Airlines,06886,D,1,1,2002,1
1334.04,0.00,0.00,45769.03,200.00,45569.03,0.00,6344.62,5926.64,59174.32,0.00,134391.85,124.92,134516.77,21713.38,1633.68,7185.72,16161.34,0.00,1923.32,248.39,0.00,0.00,18333.05,0.00,0.00,0.00,0.00,0.00,4184.37,4184.37,216208.52,0.00,0.00,0.00,4676.89,0.00,0.00,1844.93,253.03,0.00,0.00,0.00,0.00,0.00,6774.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,0.00,1.00,351920.63,351921.63,-142487.96,209433.66,0.00,209433.66,216208.52,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,2,2,2022,1
1334.78,0.00,0.00,6844.91,161.37,6683.54,0.00,407.04,3171.41,11596.77,0.00,0.00,0.00,0.00,0.00,2796.35,617.64,2178.70,0.00,0.00,0.00,1551.14,0.00,3729.84,0.00,0.00,0.00,14.50,0.00,6486.59,6501.10,21827.70,0.00,353.14,0.00,4518.62,238.93,0.00,959.65,0.00,0.00,1.80,0.00,0.00,7670.24,13742.39,2001.26,0.00,0.00,0.00,0.00,2001.26,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,6788.57,6788.57,-704.52,6084.05,0.00,6084.05,21827.70,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2024,1
1335.63,0.00,0.00,-5860.67,0.00,-5860.67,388.97,567.81,10853.05,7284.79,0.00,0.00,0.00,0.00,4038.34,0.00,700.32,3338.02,0.00,7392.59,0.00,0.00,0.00,10730.61,851.82,11.29,840.53,0.00,0.00,0.00,0.00,18855.93,0.00,0.00,0.00,2100.90,0.00,0.00,6234.92,0.00,0.00,-320.77,0.00,2007.97,0.00,10023.02,5476.70,0.00,0.00,0.00,0.00,5476.70,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,9137.55,9137.55,-5781.34,3356.21,0.00,3356.21,18855.93,21875,37Q,"Eastern Air Express, LLC (EAX)",37Q,"Eastern Air Express, LLC (EAX)",01225,S,1,1,2024,1
1335.71,,1008.54,3800.48,204.03,4605.00,3083.50,151.67,,9175.88,,,,,12703.79,4180.39,8435.70,8448.48,,,,205.14,181.93,8471.70,,,,,,24.45,24.45,17672.03,2066.29,,,1660.71,155.20,,561.04,246.66,,45.75,,,171.88,4907.52,1309.20,,,,,1309.20,,,,,250.46,,,,250.46,,250.46,11204.85,11455.31,,11455.31,17672.03,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2009,3
1335.88,0.00,0.00,3920.14,0.00,3920.14,0.00,1766.99,1929.43,8952.44,1179.06,0.00,509.50,1688.56,130058.73,0.00,29566.63,100492.10,0.00,1990.27,0.00,0.00,0.00,102482.37,2588.89,0.00,2588.89,0.00,0.00,474.15,474.15,116186.41,2450.00,0.00,0.00,8613.39,0.00,0.00,2976.27,0.00,0.00,0.00,0.00,0.00,-40.87,13998.79,11533.33,303681.16,0.00,0.00,0.00,315214.49,0.00,0.00,0.00,0.00,1.00,,0.00,0.00,1.00,9349.32,9350.32,-222377.19,-213026.88,0.00,-213026.88,116186.41,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,1,1,2016,3
1336.31,,123984.34,,7399.92,116584.42,13725.41,3291.73,816.45,135754.33,,243.58,1116.85,1360.43,294494.80,15485.49,207445.45,102534.84,,,,,,102534.84,84553.07,6817.40,77735.67,,29255.76,122136.14,151391.90,468777.17,,,,,9982.74,,,,,,,83430.17,20236.33,113649.24,,,,,254298.64,254298.64,61587.65,,26422.22,88009.86,,,,,,186.07,186.07,12633.35,12819.42,,12819.42,468777.17,19898,TNQ,Emery Worldwide Airlines,TNQ,Emery Worldwide Airlines,06018,D,2,2,1998,2
1338.71,,49621.90,8908.31,,58530.20,2124.73,419.72,7575.38,69988.74,,,,,61462.58,10791.41,57664.40,14589.59,,,,,,14589.59,,,,,,28218.57,28218.57,112796.89,,,,2547.46,,,1346.57,1430.00,,2822.45,,,61701.98,69848.45,,,,,2951.05,2951.05,28710.40,,,28710.40,,,,,,-35000.00,-35000.00,46286.99,11286.99,,11286.99,112796.89,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2006,2
1339.23,11094.55,,7522.40,899.74,6622.66,3201.99,344.40,5727.37,28330.20,,,,,62112.57,13506.04,49352.08,26266.53,51.20,,,,,26317.73,,,,,,9399.29,9399.29,64047.21,380.00,,,3540.53,,,1161.39,943.82,298.47,400.14,90.00,,914.06,7728.40,1275.00,,,,,1275.00,4369.00,,,4369.00,,,45.00,,45.00,,45.00,50629.81,50674.81,,50674.81,64047.21,20379,ZKQ,Zantop International,ZKQ,Zantop International,09790,D,1,1,1995,1
1340.53,,,52006.23,1898.39,50107.84,,37190.93,,88639.31,38.00,,,38.00,0.00,2848.88,1840.74,1008.14,0.00,0.00,0.00,0.00,0.00,1008.14,2817.44,624.50,2192.94,,,15930.85,15930.85,107809.23,1600.00,5174.00,,28889.20,56951.25,,51.74,,,1.69,,,272.47,92940.35,4018.37,,,,,4018.37,,,,,0.00,,10048.00,0.00,10048.00,26854.49,36902.49,-26051.98,10850.51,,10850.51,107809.23,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2011,2
1341.58,0.00,0.00,76542.09,175.00,76367.09,108.97,1103.44,863.99,79785.07,0.00,0.00,0.00,0.00,6397.61,2616.36,2580.48,6433.50,0.00,0.00,0.00,0.00,0.00,6433.50,0.00,0.00,0.00,0.00,0.00,16593.03,16593.03,102811.60,0.00,0.00,0.00,3450.82,0.00,0.00,1028.42,1707.12,0.00,345.55,0.00,0.00,12971.27,19503.17,0.00,0.00,0.00,0.00,248.96,248.96,19.14,0.00,0.00,19.14,0.00,,0.00,0.00,0.00,0.00,0.00,83040.32,83040.32,0.00,83040.32,102811.60,19874,8C,Air Transport International,8C,Air Transport International,06029,D,2,2,2011,4
1341.81,6950.77,526.81,10632.74,64.33,11095.22,7181.88,5270.95,3249.36,35089.99,,,,,140081.59,5780.99,73795.22,72067.36,,,,,,72067.36,,,,2665.54,,5.34,2670.88,109828.23,7340.00,,2886.18,,,,,,,,,,14315.59,24541.77,27180.00,,,,,27180.00,,,562.56,562.56,,,177.05,,177.05,,177.05,62156.12,62333.17,4789.27,57543.90,109828.23,20042,SAQ,Southern Air Transport Inc.,SAQ,Southern Air Transport Inc.,09786,D,2,2,1991,2
1343.26,,,4670.73,,4670.73,,245.52,,6259.51,,,,,50500.60,2443.27,20323.49,32620.38,,,,,,32620.38,351.36,287.16,64.20,,,547.79,547.79,39491.87,50.00,,,741.03,2708.62,,,,,73.63,,,526.43,4099.71,,,,,30580.92,30580.92,,,,,,,1000.00,,1000.00,,1000.00,4811.25,5811.25,1000.00,4811.25,39491.87,20177,PFQ,Asia Pacific,PFQ,Asia Pacific,16070,I,1,1,2017,3
1345.04,639.27,,3683.85,150.38,3533.47,1235.60,690.56,2682.17,10126.12,255.00,,,255.00,13316.41,7933.13,8737.11,12512.43,,100.00,,,,12612.43,784.08,784.08,,,,280.80,280.80,23274.34,539.57,,,698.52,,,413.90,142.87,,133.10,,99.59,244.82,2272.36,6780.83,,,,,6780.83,,,,,,,200.00,,200.00,,200.00,14021.15,14221.15,,14221.15,23274.34,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,1,1,1998,1
1348.21,930.77,,8287.28,,8287.28,371.17,2092.31,245.41,13275.15,,,,,1331.96,390.58,154.31,1568.23,,,,,,1568.23,,,,691.73,,152.96,844.69,15688.07,,69.44,7.06,5663.57,,,1049.72,,223.61,1716.18,,7030.41,,15759.99,3989.51,,,,,3989.51,,,,,,,9097.47,,9097.47,,9097.47,-13158.89,-4061.42,,-4061.42,15688.07,20143,KP,Kiwi International,KP,Kiwi International,06220,D,1,1,1993,4
1348.36,0.00,0.00,10860.83,0.00,10860.83,0.00,1026.43,1929.43,15165.05,1179.06,0.00,550.26,1729.32,130058.73,0.00,26887.06,103171.68,0.00,2120.27,0.00,0.00,0.00,105291.95,2717.70,0.00,2717.70,0.00,0.00,2069.71,2069.71,126973.72,6300.00,0.00,0.00,10823.91,0.00,0.00,1731.23,0.00,0.00,0.00,0.00,0.00,-34.13,18821.00,11533.33,293444.92,0.00,0.00,0.00,304978.25,0.00,0.00,0.00,0.00,1.00,,0.00,0.00,1.00,9349.32,9350.32,-206175.85,-196825.53,0.00,-196825.53,126973.72,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,1,1,2016,1
1353.44,104.89,,1228.22,,1228.22,239.29,615.73,,3541.57,68.63,534.87,,603.50,11781.50,724.35,4102.86,8402.99,,,,,,8402.99,,,,,,78.64,78.64,12626.70,3217.20,,,1836.09,,,257.44,,61.29,846.09,,1285.91,399.26,7903.27,3332.30,,,,,3332.30,,,,,,,1.00,,1.00,159.89,160.89,1230.24,1391.12,,1391.12,12626.70,19392,RIQ,Rich International Airways,RIQ,Rich International Airways,09750,D,1,1,1992,2
1353.54,429.87,,2458.49,139.63,2318.86,2671.56,374.64,,7148.47,1.00,12.15,40.56,53.71,18942.84,8218.21,16173.97,10987.07,,,70.44,,,11057.51,7151.11,5138.97,2012.14,,38.57,,38.57,20310.41,,,,2875.86,450.65,,439.79,735.04,,40.34,,937.06,10.08,5488.82,,,,,,,3007.43,,380.25,3387.68,,,18511.51,,18511.51,,18511.51,-7077.61,11433.90,,11433.90,20310.41,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,04720,D,1,1,1994,3
1354.18,0.00,0.00,11614.04,0.00,11614.04,1871.42,6631.37,0.00,21471.00,0.00,0.00,0.00,0.00,7409.52,10946.91,10215.22,8141.20,0.00,4267.88,0.00,0.00,0.00,12409.08,0.00,0.00,0.00,0.00,0.00,1055.35,1055.35,34935.44,0.00,0.00,0.00,0.00,38067.16,0.00,2547.04,2532.64,0.00,3492.31,0.00,4441.81,758.86,51839.83,106244.66,0.00,0.00,0.00,0.00,106244.66,0.00,0.00,17109.86,17109.86,0.00,,0.00,0.00,0.00,16725.33,16725.33,-156984.25,-140258.92,0.00,-140258.92,34935.44,20401,3M,Silver Airways,3M,Silver Airways,06888,D,1,1,2021,4
1358.45,,,36734.05,28.01,36706.03,2298.45,1778.18,,42141.11,,,,,66674.02,10320.33,18690.89,58303.45,,,312.77,,,58616.22,,,,,,2094.56,2094.56,102851.88,,,,798.34,195.78,0.16,335.16,757.59,,727.68,,6478.02,10689.42,19982.13,15.35,58862.41,643.78,,604.87,60126.41,3557.74,,,3557.74,,,9610.00,,9610.00,,9610.00,9575.61,19185.61,,19185.61,102851.88,20314,YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,06706,D,1,1,1990,2
1360.59,,250.53,3950.13,229.82,3970.85,1619.76,635.26,,7586.46,,,,,8898.61,6089.67,6257.57,8730.71,228.17,,,205.14,160.54,9003.48,,,,,,19.37,19.37,16609.31,1454.72,,737.92,925.63,762.01,20.77,197.79,230.01,,18.72,,,329.29,4676.85,2200.29,,,14.11,24.20,2238.59,,,,,,,250.46,,250.46,,250.46,9443.40,9693.86,,9693.86,16609.31,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,06860,D,1,1,2006,4
1362.43,1980.72,,2128.29,,2128.29,,442.48,19.63,5933.54,,,,,1175.50,475.55,910.24,740.81,,,,,,740.81,,,,,,1312.95,1312.95,7987.30,,,,3691.62,,,600.10,,,253.16,,,523.73,5068.61,,,,,,,,,507.54,507.54,,,299.60,,299.60,,299.60,2111.55,2411.15,,2411.15,7987.30,20415,NA,North American Airlines,XG,North American Airlines,06730,D,1,1,1996,1
1365.00,,,57963.00,,57963.00,,1967.00,,61295.00,,,,,,15540.00,3983.00,11557.00,,,,,,11557.00,,,,,,1757.00,1757.00,74609.00,,,,,33723.00,,,,,,,,10060.00,43783.00,30796.00,,,,,30796.00,,,,,30.00,,,,30.00,,30.00,,30.00,,30.00,74609.00,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,2,2,1995,4
1365.00,0.00,0.00,9.00,0.00,9.00,0.00,15.00,0.00,1389.00,0.00,0.00,0.00,0.00,0.00,90.00,14.00,76.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,1156.00,1156.00,2621.00,0.00,0.00,0.00,1001.00,25.00,0.00,244.00,57.00,0.00,0.00,0.00,153.00,0.00,1480.00,0.00,474.00,0.00,0.00,0.00,474.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2463.00,2463.00,-1796.00,667.00,0.00,667.00,2621.00,20149,PRQ,Florida West Airlines Inc.,PRQ,Florida West Airlines Inc.,06747,D,1,1,2015,3
1369.02,999.89,,4280.08,,4280.08,5038.38,945.64,,12633.01,,1243.40,,1243.40,,1647.87,117.14,1530.74,,,,250.49,20.87,1760.35,,,,220.55,327.88,,548.43,16185.19,1026.88,,,3980.79,764.94,56.11,291.82,1661.35,74.20,594.84,,33.05,369.18,8853.17,3862.12,,,306.39,421.87,4590.38,,,1112.53,1112.53,,,153.00,,153.00,261.65,414.65,1214.46,1629.11,,1629.11,16185.19,20046,ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,06024,D,2,2,1994,2
1370.18,6301.60,139.03,4177.41,107.54,4208.90,3509.26,-33.26,,15356.67,4004.92,15.20,7.27,4027.39,22224.62,6683.56,17492.18,11415.99,,,167.96,,,11583.95,95.84,40.22,55.62,,,22.27,22.27,31045.90,,,,891.77,672.89,,262.71,741.93,,173.75,,1145.59,,3888.64,,,,,,,5361.72,,122.37,5484.09,,,282.08,,282.08,,282.08,22158.73,22440.81,767.64,21673.17,31045.90,19385,RV (1),Reeve Aleutian Airways Inc.,RV,Reeve Aleutian Airways Inc.,04720,D,1,1,1990,3
1373.00,2157.00,,30390.00,1448.00,28942.00,,,1381.00,33853.00,,,,,433205.00,33651.00,200851.00,266005.00,,,,,,266005.00,,,,,,6105.00,6105.00,305963.00,57508.00,22718.00,,80749.00,,,2507.00,,1739.00,379.00,,22838.00,,188438.00,63035.00,,,,,63035.00,10405.00,,1836.00,12241.00,,,156.00,,156.00,44037.00,44193.00,-433.00,43760.00,1511.00,42249.00,305963.00,20088,FF,Tower Air Inc.,FF,Tower Air Inc.,06855,D,2,2,1998,1
1375.48,0.00,0.00,9545.59,0.00,9545.59,161.43,849.63,0.00,11932.13,0.00,0.00,0.00,0.00,23996.25,2051.78,8979.61,17068.42,0.00,0.00,0.00,0.00,0.00,17068.42,,0.00,0.00,0.00,0.00,117.32,117.32,29117.87,617.00,0.00,0.00,3175.97,1207.88,0.00,0.00,0.00,0.00,156.96,0.00,0.00,1233.59,6391.41,16123.41,0.00,0.00,0.00,4425.00,20548.41,780.99,0.00,0.00,780.99,0.00,,9.40,0.00,9.40,0.00,9.40,1387.66,1397.06,0.00,1397.60,29117.87,21352,0WQ,Avjet Corporation,0WQ,Avjet Corporation,01150,D,1,1,2012,1
1376.53,,,13126.88,,13126.88,,766.36,2185.23,17455.01,,,,,67495.00,2423.08,25405.59,44512.49,,,,,,44512.49,1477.67,518.48,959.19,,,1866.40,1866.40,64793.09,8721.41,,,6285.74,2281.30,,,,,,,,74.82,17363.27,23534.33,,,,111.79,23646.12,7678.44,,,7678.44,,,5.00,,5.00,3263.00,3268.00,12837.26,16105.26,,16105.26,64793.09,20218,JKQ,Express One International Inc.,JKQ,Express One International Inc.,06682,D,1,1,1996,4
1378.19,,,2938.96,504.02,2434.93,409.66,3618.51,2762.68,10603.97,,,,,,1427.48,252.76,1174.72,,,,,,1174.72,,,,1074.64,1693.02,2146.62,4914.28,16692.96,,,42.53,4513.27,,,452.01,140.19,,1167.09,,,6884.09,13199.18,2910.61,,,,,2910.61,,,,,,,,,,2350.00,2350.00,-1766.84,583.16,,583.16,16692.96,20019,5J (1),Private Jet Expeditions,5J,Private Jet Expeditions,06762,D,2,2,1993,2
1379.35,282.46,,22837.05,916.10,21920.95,2603.44,2307.01,1657.08,30150.27,4947.86,7441.29,,12389.15,122321.78,53914.46,51679.11,124557.13,12.00,,,,,124569.13,36029.39,6379.09,29650.29,,,9220.76,9220.76,205979.60,11816.54,8496.00,,167.29,,,1109.82,,2328.49,-1494.00,,6623.39,3408.07,32455.60,93222.74,4778.71,32.26,26298.43,33974.57,158306.69,9847.00,,593.85,10440.85,,,40.40,,40.40,2192.67,2233.07,2543.39,4776.46,,4776.46,205979.60,19670,BF (1),Markair Inc.,BF,Markair Inc.,04350,D,2,2,1992,2
1379.38,,,469.28,,469.28,1039.18,-38.19,,2849.66,,,10793.72,10793.72,125274.21,2381.91,9293.14,118362.98,,,173.88,,,118536.86,,,,,,1131.56,1131.56,133311.78,17805.88,,,1023.99,,,536.73,527.39,,9.89,,,349.70,20253.58,71509.16,,,,2294.16,73803.32,,,-1275.89,-1275.89,,,,,,41653.68,41653.68,-1122.91,40530.77,,40530.77,133311.78,21217,L3,Lynx Aviation d/b/a Frontier Airlines,L4,Lynx Aviation d/b/a Frontier Airlines,01139,D,1,1,2009,3
1381.61,,7992.36,22079.81,1538.35,28533.81,11122.85,2197.19,,43235.47,0.00,,,0.00,5071.39,4033.00,3793.41,5310.97,0.00,0.00,0.00,0.00,0.00,5310.97,8354.27,3736.42,4617.85,,,6904.56,6904.56,60068.84,9566.58,850.00,2868.40,49334.67,3634.24,,43.92,,,9.54,,,10047.25,76354.60,12172.17,,,,14092.27,26264.44,,,,,0.00,,15099.43,0.00,15099.43,47607.31,62706.74,-105256.93,-42550.19,,-42550.19,60068.84,20308,WE,Centurion Cargo Inc.,WE,Centurion Cargo Inc.,16180,L,2,2,2015,3
1382.63,0.00,0.00,937.43,43.70,893.73,731.77,18.20,0.00,3026.32,,,,,3654.73,527.53,3627.20,555.06,,,,,,555.06,,,,820.65,0.00,0.00,820.65,4402.03,2990.83,0.00,0.00,6923.11,0.00,0.00,251.37,267.17,1.20,235.89,0.00,200.00,0.00,10869.56,883.07,378.49,0.00,0.00,0.00,1261.56,-4176.25,0.00,0.00,-4176.25,0.00,,13969.58,0.00,13969.58,39567.29,53536.87,-57089.71,-3552.84,0.00,-3552.84,4402.03,20207,XP,TEM Enterprises dba  Avelo Airlines,XP,Casino Express,06144,D,1,1,2014,3
1384.00,,,4017.00,96.00,3921.00,762.00,373.00,1389.00,7829.00,,,,,84464.00,5469.00,12003.00,77930.00,,,1014.00,,,78944.00,,,,310.00,1122.00,16.00,1448.00,88221.00,,,,2119.00,,,762.00,,,2710.00,,4005.00,,9596.00,,65009.00,,,,65009.00,,,,,,,,,,27550.00,27550.00,-13934.00,13616.00,,13616.00,88221.00,20204,MG,Champion Air,MG,MGM Grand Air Inc.,06729,D,1,1,1991,2
