AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
443981.00,54757.00,16354.00,2701.00,73812.00,7960.00,22421.00,11151.00,41532.00,30735.00,16726.00,4046.00,51507.00,19490.00,216.00,2591.00,22297.00,3252.00,2.00,,3254.00,38033.00,62.00,1388.00,18.00,678350.00,,2466.00,2466.00,234351.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2008,4
445123.32,30403.65,3468.20,6871.77,40743.62,9788.91,9167.60,28370.33,47326.84,96351.13,,,96351.13,45416.89,766.36,,46183.25,13680.53,,,13680.53,42811.09,662.31,7333.65,10480.39,758210.82,822.31,6692.38,7514.69,302607.11,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2010,3
445263.00,55149.00,28212.00,2282.00,85643.00,10680.00,22142.00,10942.00,43764.00,13194.00,28752.00,0.00,41946.00,37555.00,881.00,0.00,38436.00,4224.00,-208.00,0.00,4016.00,74210.00,281.00,641.00,109830.00,850342.00,2259.00,4053.00,6312.00,295249.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2013,4
445283.00,59346.00,16804.00,2692.00,78842.00,7076.00,24618.00,11799.00,43493.00,31182.00,16049.00,1679.00,48910.00,16979.00,256.00,1661.00,18896.00,3804.00,0.00,0.00,3804.00,37341.00,33.00,3763.00,26.00,682521.00,0.00,2130.00,2130.00,237212.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,10219,A,3,3,2011,4
445560.69,28757.07,3362.53,6563.04,38682.65,11498.79,9205.09,26840.84,47544.72,88184.14,,,88184.14,40523.95,,,40523.95,12887.17,,,12887.17,34455.92,707.37,10110.84,10436.23,738663.09,759.10,8810.31,9569.41,282666.17,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2009,3
446056.41,64355.13,18114.76,10597.57,93067.46,22633.89,28048.54,25185.83,75868.26,43954.50,63956.73,,107911.22,9257.23,285.38,41992.72,51535.32,6168.11,,,6168.10,59332.08,127.45,1697.62,63633.47,926632.79,5613.51,15621.89,21235.40,416942.91,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2019,1
446324.00,46688.00,25321.00,10275.00,82284.00,13744.00,7221.00,26721.00,47686.00,83525.00,31434.00,12489.00,127448.00,128763.00,1217.00,25895.00,155875.00,24873.00,86.00,,24959.00,80531.00,826.00,13405.00,37426.00,1026645.00,1149.00,8732.00,9881.00,542895.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1994,2
446497.00,38439.00,16997.00,8138.00,63574.00,17020.00,12216.00,13237.00,42473.00,72409.00,22536.00,5.00,94950.00,57466.00,2586.00,0.00,60052.00,8815.00,25.00,0.00,8840.00,34730.00,297.00,3026.00,176134.00,945365.00,10125.00,4667.00,14792.00,322734.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2011,4
446552.50,15655.65,2080.28,6090.98,23826.91,1015.91,2234.99,12229.08,15479.98,14085.98,3455.85,46201.36,63743.19,4859.69,,23283.31,28143.00,333.20,,14405.08,14738.28,30701.39,3199.77,,,630969.91,4584.90,,4584.90,184417.42,20437,FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,06030,D,3,3,2008,1
446837.92,16155.25,85.84,10728.58,26969.67,0.00,0.00,1751.88,1751.88,2150.52,0.00,23723.45,25873.98,0.00,0.00,0.00,0.00,0.00,0.00,250.65,250.65,30892.12,0.00,918.85,0.00,537547.09,0.00,4052.02,4052.02,90709.18,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2020,2
447094.00,38323.00,44600.00,8591.00,91514.00,11324.00,6711.00,21708.00,39743.00,76701.00,9475.00,17771.00,103947.00,120553.00,1980.00,25129.00,147662.00,22138.00,615.00,,22753.00,65155.00,849.00,3380.00,42186.00,980092.00,4070.00,11739.00,15809.00,490812.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1990,2
447313.10,13543.73,2775.24,23814.82,40133.80,583.81,15342.99,13465.36,29392.17,16891.14,17191.65,43729.09,77811.88,7786.38,,38554.36,46340.74,831.52,,7872.05,8703.56,65247.85,102.96,1237.29,199709.62,922425.58,2836.37,3596.25,6432.62,275402.86,19991,HP,America West Airlines Inc.,HP,America West Airlines Inc.,06049,D,3,3,2005,3
447381.00,34888.00,20631.00,8911.00,64430.00,23203.00,17095.00,21128.00,61426.00,17368.00,48290.00,,65658.00,44804.00,5294.00,20881.00,70979.00,512.00,,3557.00,4069.00,53095.00,,854.00,2397.00,773864.00,1059.00,2516.00,3575.00,324086.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,2008,2
447702.00,23402.00,272.00,10529.00,34203.00,0.00,0.00,4394.00,4394.00,8197.00,0.00,25480.00,33677.00,0.00,0.00,0.00,0.00,0.00,0.00,375.00,375.00,32299.00,0.00,844.00,0.00,556835.00,0.00,3341.00,3341.00,109133.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2017,4
448142.00,50163.00,22678.00,10393.00,83234.00,14206.00,9883.00,20508.00,44597.00,90484.00,33182.00,10475.00,134141.00,138013.00,996.00,30152.00,169161.00,15268.00,151.00,,15419.00,50591.00,593.00,14515.00,43835.00,1011355.00,606.00,6521.00,7127.00,519378.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1996,1
448153.33,36994.98,626.72,0.00,37621.70,0.00,0.00,21214.90,21214.90,0.00,7882.31,25334.23,33216.54,30692.98,0.00,2109.85,32802.83,0.00,0.00,1505.96,1505.96,107534.43,1799.95,0.00,0.00,687839.75,0.00,3990.10,3990.10,239686.41,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2018,3
448497.00,49440.00,23396.00,9315.00,82151.00,11881.00,10501.00,20934.00,43316.00,92758.00,34706.00,10957.00,138421.00,147728.00,1025.00,29449.00,178202.00,19349.00,-187.00,,19162.00,54086.00,612.00,14647.00,44717.00,1031228.00,689.00,6728.00,7417.00,538014.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1995,2
448575.00,56245.00,25176.00,2998.00,84419.00,3805.00,7853.00,17563.00,29221.00,58528.00,6395.00,40329.00,105252.00,27101.00,233.00,16923.00,44257.00,8930.00,168.00,6302.00,15400.00,79450.00,379.00,0.00,203484.00,1022165.00,2047.00,9681.00,11728.00,370106.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2015,2
449151.00,49445.00,28411.00,9617.00,87473.00,12716.00,10840.00,19407.00,42963.00,86907.00,31762.00,11431.00,130100.00,137695.00,576.00,29418.00,167689.00,17357.00,156.00,,17513.00,46762.00,682.00,14632.00,45741.00,1010263.00,828.00,6729.00,7557.00,515371.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1995,3
449756.00,49034.00,26495.00,9168.00,84697.00,10696.00,9549.00,20812.00,41057.00,92533.00,34123.00,10760.00,137416.00,137523.00,1013.00,27744.00,166280.00,11188.00,103.00,,11291.00,41698.00,650.00,14092.00,44393.00,998636.00,677.00,6629.00,7306.00,504487.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1995,4
449900.00,59258.00,27787.00,7280.00,94325.00,7644.00,23166.00,19524.00,50334.00,10387.00,18933.00,,29320.00,14685.00,1177.00,22506.00,38368.00,6295.00,128.00,,6423.00,66564.00,764.00,6097.00,11370.00,765120.00,5994.00,5661.00,11655.00,303850.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2010,2
450592.00,51296.00,21061.00,8530.00,80887.00,8568.00,16916.00,14020.00,39504.00,46379.00,53886.00,,100265.00,59018.00,741.00,,59759.00,5306.00,-28.00,,5278.00,88338.00,686.00,1163.00,100304.00,936430.00,2219.00,7435.00,9654.00,385534.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2005,4
450674.00,43281.00,12322.00,7558.00,63161.00,21499.00,37159.00,16303.00,74961.00,35636.00,47160.00,0.00,82796.00,12802.00,341.00,27456.00,40599.00,4138.00,0.00,0.00,4138.00,69072.00,658.00,6337.00,83338.00,885163.00,6665.00,2757.00,9422.00,351144.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2013,1
451349.00,41145.00,46694.00,11752.00,99591.00,12823.00,6006.00,23574.00,42403.00,79684.00,29020.00,11784.00,120488.00,135461.00,1206.00,24970.00,161637.00,20054.00,159.00,,20213.00,68493.00,1014.00,766.00,25237.00,1003901.00,1347.00,11363.00,12710.00,527315.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1992,1
451629.20,8014.59,129.28,0.00,8143.87,61315.83,5433.65,11754.12,78503.61,0.00,-14798.27,0.00,-14798.27,0.00,5668.49,0.00,5668.49,0.00,0.00,0.00,0.00,42023.81,0.00,9629.78,69.84,582919.01,0.00,2048.69,2048.69,131219.97,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16087,I,3,3,2021,4
451763.48,72926.67,16905.64,8566.05,98398.36,25538.61,31653.57,22298.53,79490.70,44684.78,62731.64,,107416.42,8351.61,289.33,39547.76,48188.69,7680.70,,,7680.70,80085.04,,1627.50,65347.19,965636.58,5575.47,20063.03,25638.50,448525.91,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2020,1
451850.00,52822.00,19536.00,13267.00,85625.00,23012.00,13667.00,14911.00,51590.00,111310.00,8004.00,0.00,119314.00,63614.00,2237.00,0.00,65851.00,8564.00,27.00,0.00,8591.00,62847.00,532.00,5033.00,25541.00,900346.00,17786.00,5786.00,23572.00,422955.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2016,1
452335.00,60609.00,27625.00,2458.00,90692.00,6550.00,21862.00,9280.00,37692.00,17249.00,36559.00,0.00,53808.00,35815.00,890.00,0.00,36705.00,3825.00,3045.00,0.00,6870.00,171712.00,326.00,780.00,109995.00,967583.00,2344.00,4324.00,6668.00,405253.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2011,4
452804.86,38690.52,34.82,913.08,39638.42,1036.55,1611.77,14891.64,17539.95,76688.65,3158.39,474.97,80322.01,4382.73,0.00,0.00,4382.73,25078.80,0.00,0.00,25078.80,32632.59,94.07,95.45,0.00,654862.34,0.00,2273.45,2273.45,202057.48,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3,3,2022,1
452815.00,37402.00,15376.00,3873.00,56652.00,3704.00,5494.00,12814.00,22012.00,44419.00,5745.00,32595.00,82758.00,21505.00,242.00,19464.00,41211.00,3480.00,180.00,1754.00,5414.00,55172.00,773.00,0.00,178910.00,905963.00,1565.00,8682.00,10247.00,274238.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2011,4
453131.00,47602.00,26888.00,9796.00,84286.00,14115.00,6407.00,25655.00,46177.00,96411.00,35334.00,15618.00,147363.00,127116.00,1068.00,26854.00,155038.00,24882.00,124.00,,25006.00,53970.00,827.00,13264.00,31790.00,1024056.00,1531.00,11673.00,13204.00,539135.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1994,1
453752.00,68861.00,35782.00,3157.00,107800.00,8977.00,27040.00,9911.00,45928.00,17241.00,37893.00,,55134.00,56789.00,1083.00,,57872.00,6923.00,460.00,,7383.00,43924.00,401.00,1099.00,100525.00,880897.00,2069.00,5010.00,7079.00,326620.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2007,3
455216.00,48715.00,24537.00,12106.00,85358.00,15788.00,8597.00,29576.00,53961.00,92399.00,34418.00,12924.00,139741.00,125551.00,944.00,28619.00,155114.00,23983.00,386.00,,24369.00,73274.00,823.00,13352.00,39906.00,1050857.00,1217.00,8526.00,9743.00,555735.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1994,3
455770.72,47423.66,23067.78,5953.19,76444.62,11933.19,35946.65,12024.73,59904.57,16433.00,22407.70,0.00,38840.70,7503.22,470.61,24902.61,32876.44,7992.94,0.00,0.00,7992.94,15746.55,794.95,5191.99,37682.71,747084.08,4958.23,10879.66,15837.89,253630.65,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3,3,2011,4
456305.00,33807.00,20579.00,8175.00,62561.00,22998.00,16409.00,20090.00,59497.00,16299.00,46998.00,,63297.00,44669.00,6350.00,19636.00,70655.00,1926.00,,2636.00,4562.00,46274.00,,815.00,2361.00,769579.00,795.00,2457.00,3252.00,310913.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,10600,P,3,3,2008,1
456814.00,,,,,6653.00,4383.00,11058.00,22094.00,,110922.00,,110922.00,,25788.00,,25788.00,,11921.00,,11921.00,63112.00,14300.00,2083.00,1166288.00,1907632.00,4489.00,29821.00,34310.00,284530.00,20107,FX,Federal Express Corporation,FM,Federal Express Corporation,06200,D,3,3,1995,4
457315.00,60054.00,33102.00,8620.00,101776.00,12607.00,20641.00,19073.00,52321.00,248.00,25665.00,,25913.00,30703.00,1206.00,23492.00,55401.00,13462.00,408.00,,13870.00,59535.00,819.00,7275.00,45807.00,835118.00,7079.00,8007.00,15086.00,331996.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2006,1
457763.00,52396.00,22034.00,9213.00,83643.00,9960.00,18957.00,16537.00,45454.00,48724.00,51317.00,,100041.00,59333.00,713.00,,60046.00,6725.00,450.00,,7175.00,38749.00,590.00,1526.00,101496.00,905474.00,2009.00,6982.00,8991.00,346215.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2006,2
457808.94,28901.58,3446.85,7999.45,40347.88,7992.70,8692.95,17947.12,34632.77,80168.49,,,80168.49,34798.21,146.87,,34945.08,8739.86,,,8739.86,36305.28,749.76,4534.61,3929.91,710882.32,324.78,8394.96,8719.74,249143.47,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2007,4
458141.00,60980.00,32612.00,9369.00,102961.00,22015.00,13556.00,21509.00,57080.00,8808.00,20647.00,,29455.00,26251.00,3956.00,23429.00,53636.00,16130.00,259.00,,16389.00,37685.00,785.00,2031.00,42090.00,814093.00,6280.00,7560.00,13840.00,313862.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2005,3
458163.00,57288.00,23718.00,7619.00,88625.00,11597.00,22860.00,13207.00,47664.00,52379.00,54288.00,,106667.00,51173.00,540.00,,51713.00,6117.00,1670.00,,7787.00,62558.00,632.00,1050.00,96348.00,932095.00,2950.00,7938.00,10888.00,377584.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2009,2
458479.34,50553.22,18814.93,5211.12,74579.27,12809.68,6420.02,16557.78,35787.48,32085.15,67494.91,,99580.06,84282.02,44.32,,84326.34,2644.89,27.19,,2672.08,41846.03,505.35,13732.11,21957.73,839437.82,3207.84,2764.20,5972.04,359000.75,20211,TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,0A845,D,3,3,2000,4
459565.00,,,,,7411.00,11359.00,17532.00,36302.00,,33998.00,,33998.00,,1475.00,2188.00,3663.00,,76.00,,76.00,14272.00,93.00,363.00,,595810.00,45176.00,2302.00,47478.00,136245.00,19917,5X,United Parcel Service,5X,United Parcel Service,06910,D,3,3,2005,2
459641.00,27045.00,231.00,14612.00,41888.00,0.00,0.00,4423.00,4423.00,9510.00,0.00,25436.00,34946.00,0.00,0.00,0.00,0.00,0.00,0.00,2482.00,2482.00,41463.00,0.00,896.00,0.00,588954.00,0.00,3216.00,3216.00,129314.00,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,06700,D,3,3,2018,3
460145.24,43809.82,9978.35,7674.25,61462.42,15089.08,30974.59,18451.48,64515.14,33923.39,36598.90,0.00,70522.29,11550.96,0.40,29893.22,41444.57,8294.75,0.00,0.00,8294.75,53421.55,897.72,6109.21,93737.67,874099.83,8388.48,5160.79,13549.27,320216.93,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2014,1
460315.00,37902.00,15618.00,4012.00,57533.00,4296.00,5573.00,15442.00,25311.00,44061.00,5384.00,37871.00,87316.00,20838.00,212.00,18294.00,39344.00,2861.00,147.00,3644.00,6652.00,55557.00,748.00,0.00,175058.00,917980.00,1454.00,8693.00,10147.00,282607.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2012,1
460465.00,63030.00,27662.00,2360.00,93052.00,7933.00,22743.00,8984.00,39660.00,16898.00,38851.00,,55749.00,39740.00,1105.00,,40845.00,-115885.00,291462.00,,175577.00,69722.00,387.00,851.00,88864.00,1031766.00,2041.00,4553.00,6594.00,482437.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2008,4
460653.00,41787.00,16907.00,10885.00,69579.00,17675.00,13671.00,13129.00,44475.00,76595.00,24205.00,219.00,101019.00,54177.00,2232.00,0.00,56409.00,6598.00,20.00,0.00,6618.00,13580.00,282.00,2897.00,175484.00,951064.00,15207.00,4861.00,20068.00,314927.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2011,1
460732.00,68470.00,31090.00,2790.00,102350.00,7905.00,25023.00,11463.00,44391.00,19372.00,38039.00,,57411.00,52965.00,986.00,,53951.00,5662.00,978.00,,6640.00,66558.00,422.00,745.00,97951.00,898816.00,2423.00,5242.00,7665.00,340133.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2010,2
461136.00,67370.00,30001.00,4150.00,101521.00,5952.00,10055.00,22540.00,38547.00,73272.00,6959.00,37866.00,118097.00,29126.00,250.00,37321.00,66698.00,11455.00,169.00,7001.00,18625.00,75087.00,344.00,0.00,244933.00,1140401.00,2742.00,12670.00,15412.00,434331.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2017,2
461216.91,57546.79,26258.19,7803.34,91608.32,6326.93,23652.84,18068.02,48047.79,14850.32,18457.43,0.00,33307.75,13235.55,1024.49,20361.22,34621.26,6733.70,106.28,0.00,6839.99,66582.81,772.08,5734.83,13472.00,777245.14,6379.72,8661.68,15041.39,302556.23,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2011,1
461296.00,45499.00,22410.00,7888.00,75797.00,40396.00,13906.00,16261.00,70563.00,70921.00,4559.00,0.00,75480.00,41340.00,2587.00,0.00,43927.00,11897.00,7.00,0.00,11904.00,57014.00,175.00,6456.00,1338.00,818843.00,8727.00,6166.00,14893.00,356209.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2022,1
461301.18,59971.97,19849.92,2283.13,82105.03,8814.51,11836.12,16836.23,37486.85,27692.27,43398.72,10671.81,81762.80,17952.33,60.33,23461.93,41474.59,0.00,0.00,2395.53,2395.53,126060.81,7.88,1736.19,3454.52,853786.80,6907.14,9094.29,16001.43,389031.10,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3,3,2017,1
461626.46,65377.52,17782.72,8814.41,91974.65,24358.10,26793.27,21914.70,73066.07,43310.42,62504.47,,105814.89,9070.16,373.06,43453.31,52896.53,8112.68,,,8112.68,63433.41,345.91,4081.73,64701.58,946354.63,6625.81,13674.91,20300.71,420026.59,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2018,1
462259.00,50293.00,29277.00,10824.00,90394.00,45751.00,15888.00,16453.00,78092.00,66680.00,4150.00,0.00,70830.00,52504.00,2376.00,0.00,54880.00,15748.00,29.00,0.00,15777.00,90813.00,160.00,7204.00,26800.00,912959.00,7888.00,7862.00,15750.00,423900.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,4
463076.42,61764.54,11867.28,293.02,73924.83,7986.96,9363.80,13601.29,30952.04,21131.31,54583.72,9739.93,85454.96,11419.58,0.00,9862.25,21281.83,0.00,0.00,2626.08,2626.08,138917.52,0.00,1843.23,1244.58,847082.70,5828.85,21932.38,27761.22,382761.71,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2020,4
463226.00,,,,,17691.00,32700.00,8491.00,58882.00,,145577.00,,145577.00,,19461.00,,19461.00,,9643.00,,9643.00,160235.00,9320.00,-4.00,1817996.00,2725824.00,21254.00,20234.00,41488.00,444602.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2022,4
463535.16,47267.78,589.27,0.00,47857.06,0.00,0.00,24201.80,24201.80,0.00,9228.98,34212.63,43441.61,26941.52,0.00,2462.70,29404.21,0.00,0.00,1132.90,1132.90,134098.90,1715.21,0.00,0.00,750310.96,0.00,4924.11,4924.11,286775.80,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3,3,2020,1
463603.00,62544.00,32977.00,8402.00,103923.00,12353.00,12587.00,19807.00,44747.00,18821.00,10391.00,,29212.00,23363.00,1266.00,23695.00,48324.00,9927.00,274.00,,10201.00,54499.00,827.00,12682.00,29386.00,809932.00,6747.00,5781.00,12528.00,316943.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2006,4
463622.00,56650.00,29841.00,15824.00,102315.00,51811.00,2775.00,25270.00,79856.00,25449.00,120133.00,,145582.00,162558.00,2512.00,37804.00,202874.00,21257.00,48.00,425.00,21730.00,43375.00,1302.00,5887.00,10104.00,1102175.00,12912.00,12616.00,25528.00,628449.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,1994,1
463757.00,57921.00,24578.00,8880.00,91379.00,10432.00,17953.00,16579.00,44964.00,48172.00,50579.00,,98751.00,67234.00,656.00,,67890.00,6808.00,394.00,,7202.00,58668.00,697.00,1519.00,108330.00,952930.00,2157.00,7616.00,9773.00,380843.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2006,1
463986.42,28313.67,3454.22,7516.53,39284.42,10466.52,8509.66,20175.14,39151.32,82841.54,,,82841.54,35743.65,-637.52,,35106.14,11132.76,,,11132.76,34702.27,864.22,5696.06,8801.25,735691.15,431.48,13693.27,14124.75,262903.47,20409,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3,3,2008,4
464032.00,39962.00,46127.00,12885.00,98974.00,12768.00,4428.00,24129.00,41325.00,81009.00,29750.00,11379.00,122138.00,130442.00,1279.00,23128.00,154849.00,20324.00,-102.00,,20222.00,54075.00,820.00,284.00,24101.00,993793.00,766.00,12207.00,12973.00,505660.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1992,4
464079.00,37885.00,46449.00,11538.00,95872.00,12729.00,5631.00,23445.00,41805.00,73452.00,27168.00,11104.00,111724.00,141988.00,1125.00,21737.00,164850.00,16304.00,-76.00,,16228.00,73869.00,988.00,853.00,26286.00,1009991.00,1899.00,11538.00,13437.00,519626.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1991,4
464168.00,40085.00,47485.00,11053.00,98623.00,13531.00,5977.00,22637.00,42145.00,82377.00,28981.00,12237.00,123595.00,132457.00,1094.00,26217.00,159768.00,17994.00,236.00,,18230.00,64728.00,1046.00,376.00,24630.00,1010138.00,1271.00,11558.00,12829.00,521340.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1992,2
465301.00,53480.00,22844.00,15291.00,91615.00,24241.00,12680.00,14311.00,51232.00,111855.00,6966.00,0.00,118821.00,63634.00,2360.00,0.00,65994.00,9361.00,56.00,0.00,9417.00,42156.00,547.00,5609.00,13884.00,891923.00,21160.00,6187.00,27347.00,412738.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2017,1
465885.00,70452.00,7273.00,11566.00,89291.00,14163.00,6917.00,19143.00,40223.00,89545.00,7124.00,4365.00,101034.00,125806.00,2165.00,20927.00,148898.00,11241.00,751.00,,11992.00,46505.00,843.00,3515.00,42824.00,967068.00,4283.00,11775.00,16058.00,458359.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1990,1
466776.00,47719.00,27261.00,9381.00,84361.00,45915.00,15810.00,17885.00,79610.00,53033.00,3629.00,0.00,56662.00,51293.00,2178.00,0.00,53471.00,16388.00,21.00,0.00,16409.00,98368.00,164.00,6952.00,48845.00,924539.00,6247.00,6674.00,12921.00,408918.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2024,2
467066.00,59497.00,28018.00,7676.00,95191.00,6417.00,24000.00,19681.00,50098.00,10105.00,18993.00,,29098.00,17867.00,1043.00,24858.00,43768.00,8171.00,63.00,,8234.00,88605.00,803.00,6468.00,8637.00,815549.00,11095.00,6486.00,17581.00,339846.00,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2010,3
467248.00,52742.00,35953.00,13615.00,102310.00,43924.00,6979.00,19435.00,70338.00,32314.00,103693.00,,136007.00,146491.00,2561.00,30331.00,179383.00,17950.00,248.00,56.00,18254.00,48270.00,537.00,6913.00,3486.00,1054627.00,7242.00,14639.00,21881.00,583893.00,19386,NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,01600,D,3,3,1991,2
467336.00,56811.00,26485.00,7516.00,90812.00,12284.00,25586.00,12810.00,50680.00,52232.00,57531.00,,109763.00,57619.00,582.00,,58201.00,9882.00,-3156.00,,6726.00,71043.00,611.00,1033.00,97976.00,964748.00,3126.00,7441.00,10567.00,399436.00,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10050,L,3,3,2009,3
467417.00,49809.00,31292.00,21473.00,102574.00,14303.00,5560.00,25314.00,45177.00,85004.00,31100.00,9957.00,126061.00,152397.00,955.00,25179.00,178531.00,21936.00,79.00,,22015.00,63290.00,1206.00,13687.00,28486.00,1058527.00,1658.00,8425.00,10083.00,562624.00,19704,CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,01220,D,3,3,1993,3
