SALARIES_MGT,SALARIES_FLIGHT,SALARIES_MAINT,SALARIES_TRAFFIC,SALARIES_OTHER,SALARIES,BENEFITS_PERSONNEL,BENEFITS_PENSIONS,BENEFITS_PAYROLL,BENEFITS,SALARIES_BENEFITS,AIRCRAFT_FUEL,MAINT_MATERIAL,FOOD,OTHER_MATERIALS,MATERIALS_TOTAL,ADVERTISING,COMMUNICATION,INSURANCE,OUTSIDE_EQUIP,COMMISIONS_PAX,COMMISSIONS_CARGO,OTHER_SERVICES,SERVICES_TOTAL,LANDING_FEES,RENTALS,DEPRECIATION,AMORTIZATION,OTHER,TRANS_EXPENSE,OP_EXPENSE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
6485.0,313085.0,66595.0,256265.0,179684.0,822114.0,54683.0,272002.0,80842.0,407527.0,1229641.0,1161772.0,61576.0,39577.0,30467.0,1293392.0,14021.0,12738.0,16435.0,200068.0,21340.0,14.0,154470.0,419086.0,88970.0,277056.0,163357.0,43358.0,91543.0,1586795.0,5193196.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2013,1
6487.0,368679.0,123945.0,260308.0,111332.0,870751.0,57769.0,317722.0,61811.0,437302.0,1308053.0,338300.0,59053.0,71335.0,21331.0,490019.0,-6582.0,23825.0,33697.0,56469.0,50746.0,557.0,198311.0,357023.0,74065.0,254460.0,130669.0,20367.0,28122.0,198169.0,2860947.0,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2002,3
6555.92,243286.71,18799.46,54129.11,104840.42,427611.61,32338.16,99560.83,19618.38,151517.37,579128.98,506091.63,16256.47,56579.2,9761.55,588688.85,9438.23,51477.93,4122.46,81314.2,12706.12,2064.01,162519.74,323642.69,31000.61,33309.18,128381.63,9690.14,27302.18,25406.11,1746550.37,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2018,3
6603.0,272852.0,145907.0,139736.0,72317.0,637415.0,40748.0,291017.0,50755.0,382520.0,1019935.0,1134913.0,98444.0,58508.0,13734.0,1305599.0,24538.0,14816.0,12682.0,66650.0,20280.0,520.0,331356.0,470842.0,70017.0,247414.0,90803.0,21118.0,85018.0,450893.0,3761639.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2012,2
6635.0,382681.0,93817.0,169552.0,153088.0,805773.0,34586.0,262421.0,62612.0,359619.0,1165392.0,304365.0,56579.0,54180.0,31791.0,446915.0,28051.0,33601.0,29156.0,42759.0,41601.0,2128.0,248957.0,426253.0,47103.0,202356.0,183495.0,26450.0,-17592.0,628960.0,3109332.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2003,2
6638.37,44684.81,5827.72,22602.35,15342.41,95095.66,7703.45,20303.27,6915.82,34922.55,130018.21,59302.89,3492.08,1008.7,4453.31,68256.98,11513.27,6679.34,2541.52,27490.85,26396.62,43.0,20187.18,94808.77,12275.45,28946.13,21770.81,2830.74,10952.07,1779.94,371639.1,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1992,2
6640.17,188030.79,22827.61,44351.55,93480.76,355330.88,32665.68,66793.48,15085.75,114544.91,469875.79,277295.34,18324.5,37008.16,8627.55,341255.55,13754.5,23805.42,2692.7,63682.93,10770.74,740.17,123634.31,239080.77,21947.4,45893.0,96276.64,9571.94,12636.06,30266.16,1266803.3,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3.0,3.0,2016,4
6674.0,347158.0,167232.0,178489.0,41080.0,740633.0,41101.0,260577.0,60928.0,362606.0,1103239.0,651914.0,73767.0,79509.0,13651.0,818841.0,22880.0,9808.0,22721.0,79467.0,41446.0,774.0,327951.0,505047.0,68374.0,248498.0,144302.0,35862.0,-10999.0,322416.0,3235580.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2004,3
6736.0,272938.0,133584.0,116862.0,59415.0,589535.0,46083.0,149806.0,47490.0,243379.0,832914.0,1113394.0,100040.0,63321.0,17915.0,1294670.0,26501.0,14828.0,12631.0,78866.0,19143.0,442.0,368856.0,521267.0,69188.0,270966.0,80287.0,17029.0,13099.0,444674.0,3544094.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2013,1
6742.0,723422.0,75276.0,322958.0,174126.0,1302524.0,103379.0,497905.0,80997.0,682281.0,1984805.0,1170156.0,55913.0,13146.0,18847.0,1258062.0,55542.0,7395.0,9956.0,228049.0,1237.0,42.0,358620.0,660841.0,141587.0,232732.0,256505.0,31126.0,49350.0,29414.0,4644422.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2018,2
6746.0,69544.0,17055.0,33232.0,15227.0,141804.0,8564.0,44463.0,11130.0,64157.0,205961.0,169936.0,5872.0,26940.0,2334.0,205082.0,5447.0,24885.0,5927.0,13640.0,8684.0,819.0,47580.0,106982.0,8041.0,14906.0,37005.0,1432.0,-65.0,78578.0,657922.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,10049,A,3.0,3.0,2007,1
6751.0,278534.0,69496.0,138852.0,101791.0,595424.0,36390.0,201544.0,50467.0,288401.0,883825.0,678674.0,57772.0,64593.0,30266.0,831305.0,32972.0,36217.0,21853.0,72326.0,36708.0,2567.0,284287.0,486930.0,46635.0,185818.0,188275.0,32189.0,-21827.0,816879.0,3450029.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2005,2
6780.0,191660.0,41299.0,114544.0,170609.0,524892.0,38704.0,100793.0,28024.0,167521.0,692413.0,715227.0,51508.0,56098.0,33645.0,856478.0,32680.0,41825.0,20812.0,80116.0,46720.0,1990.0,298244.0,522387.0,37636.0,87459.0,109055.0,72367.0,-36380.0,921959.0,3263374.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2007,3
6785.0,778967.0,79198.0,337458.0,162413.0,1364821.0,100551.0,493297.0,88122.0,681970.0,2046791.0,1162064.0,68992.0,12419.0,20288.0,1263763.0,41996.0,8361.0,12267.0,240342.0,1239.0,477.0,373218.0,677900.0,134227.0,218618.0,299968.0,51442.0,39656.0,29869.0,4762234.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2018,4
6823.59,47249.55,6051.97,24029.22,15413.25,99567.58,8590.71,23365.47,6245.29,38201.47,137769.05,68568.89,3641.56,957.13,4259.57,77427.15,10534.9,5226.98,2582.56,26629.47,28295.05,43.0,20761.03,94029.98,14042.95,29401.57,24301.79,2835.22,12022.03,1823.59,393653.33,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1992,3
6848.81,117231.7,14378.63,2206.64,12184.75,152850.53,8046.66,29500.43,7326.19,44873.28,197723.81,219509.84,24318.11,487.31,2489.21,246804.46,7098.46,6311.99,2447.99,12409.22,75.88,0.0,148681.63,177025.17,23914.01,45049.81,38300.37,17173.54,11301.26,0.0,757292.43,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2019,4
6869.42,61455.56,6931.65,33992.1,26091.79,135340.51,13990.11,22412.85,10108.4,46511.36,181851.87,273203.17,5619.45,3446.85,3431.12,285700.59,7295.31,2333.55,5590.06,24686.82,0.5,43.0,68980.82,108887.05,17947.12,57536.43,41571.9,4534.61,8922.84,3929.91,710882.32,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3.0,3.0,2007,4
6872.65,163512.04,23399.66,26534.12,56816.0,277134.46,33674.87,75426.48,30348.29,139449.63,416584.09,514783.4,27471.72,39501.01,8521.89,590278.03,10240.76,47713.79,3764.06,70123.93,11488.63,243.86,103983.4,247558.42,21318.79,41543.27,69302.88,15778.23,26373.5,53880.14,1482617.34,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2014,1
6936.98,74968.52,5556.85,2007.32,6803.36,96273.03,6262.7,19191.54,1410.13,26864.37,123137.4,54044.06,3735.12,120.12,2845.41,60744.71,403.65,1035.52,1132.25,13861.12,170.83,0.0,47923.39,64526.76,13340.0,166120.34,10030.02,104.96,-1724.74,0.0,436279.44,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3.0,3.0,2020,4
6965.6,153129.82,25366.57,29242.89,85350.13,300055.01,26365.57,72390.2,16955.93,115711.7,415766.71,532630.46,28545.46,47025.63,7973.07,616174.62,12826.15,50914.89,4553.05,64967.76,17103.82,903.14,112498.2,263767.02,21882.9,52849.97,71623.18,19135.83,43632.55,57555.8,1562388.57,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2013,4
6973.0,388004.0,91599.0,178457.0,149975.0,815008.0,47858.0,199990.0,47561.0,295409.0,1110417.0,330223.0,42124.0,57479.0,39200.0,469026.0,21093.0,36274.0,35661.0,65292.0,40986.0,2702.0,236810.0,438818.0,46794.0,198336.0,187621.0,17496.0,-36537.0,150238.0,2582209.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2002,4
6974.06,206285.78,19204.89,49327.45,107814.41,389606.59,34989.8,92865.57,22764.61,150619.98,540226.58,316650.55,17155.45,48335.24,8140.89,390282.13,8023.65,46323.0,2448.77,73867.61,4113.17,1598.65,137411.74,273786.59,25785.51,36786.45,100405.96,13729.37,31521.91,34810.6,1447335.12,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2017,2
7023.0,386234.0,68929.0,186065.0,189861.0,838112.0,69711.0,222505.0,50747.0,342963.0,1181075.0,1419794.0,84179.0,106788.0,51631.0,1662392.0,36574.0,64969.0,18229.0,121157.0,114260.0,2167.0,414695.0,772051.0,79228.0,166826.0,197886.0,44717.0,82932.0,1049291.0,5236398.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2011,3
7036.05,120058.29,14294.33,1887.36,12419.21,155695.24,5355.1,34078.93,7261.07,46695.09,202390.33,92201.45,20378.2,414.42,1838.25,114832.32,4395.25,6553.66,2783.37,5802.56,72.98,0.0,119377.89,138985.71,19095.28,46794.57,43084.65,21113.94,2095.03,0.0,588391.83,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2020,4
7054.0,344146.0,130393.0,230220.0,116028.0,827841.0,71217.0,153672.0,54178.0,279067.0,1106908.0,316859.0,83880.0,107461.0,40270.0,548470.0,33412.0,39372.0,8196.0,69776.0,151351.0,43.0,229857.0,531964.0,43945.0,207177.0,146026.0,30842.0,3212.0,71793.0,2690337.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,1999,4
7083.0,380155.0,92584.0,166175.0,137225.0,783222.0,34939.0,248524.0,47485.0,330948.0,1114170.0,322920.0,55683.0,59947.0,30248.0,468798.0,34214.0,36160.0,21948.0,50897.0,41411.0,1618.0,227029.0,413277.0,45819.0,211770.0,185493.0,27852.0,-14958.0,661875.0,3114096.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2003,3
7142.48,48091.83,6606.12,24915.29,15460.72,102216.44,8844.81,24121.1,6433.2,39399.1,141615.54,65663.01,4720.56,1147.93,4537.23,76068.74,8541.71,4795.45,2747.54,29329.06,27560.0,43.0,21759.36,94733.12,13565.58,29573.25,24280.18,2837.47,10815.01,1768.04,395256.91,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1992,4
7153.0,423511.0,219656.0,268307.0,147442.0,1066069.0,59934.0,323413.0,68903.0,452250.0,1518319.0,468307.0,90210.0,102395.0,41359.0,702271.0,26289.0,49340.0,44226.0,86037.0,40574.0,43.0,238312.0,484778.0,73162.0,270137.0,182792.0,27748.0,10802.0,24831.0,3294840.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2002,4
7157.0,50751.0,6776.0,36751.0,4740.0,106175.0,8846.0,21986.0,9439.0,40271.0,146446.0,64572.0,7181.0,1106.0,4961.0,77820.0,9471.0,5249.0,3090.0,27157.0,29554.0,43.0,21983.0,96504.0,13769.0,32911.0,23318.0,2837.0,13825.0,1877.0,409307.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1993,1
7202.0,817895.0,83874.0,345978.0,224557.0,1479506.0,98746.0,623438.0,96860.0,819044.0,2298550.0,1076456.0,68658.0,11967.0,24521.0,1181602.0,51569.0,6758.0,13497.0,251699.0,896.0,525.0,365115.0,690059.0,139373.0,241384.0,271801.0,32331.0,47198.0,30064.0,4932362.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2019,4
7226.35,173023.54,12794.94,74161.62,44226.55,311433.01,26749.48,91665.4,18179.96,136594.84,448027.84,403353.5,12535.8,15627.51,10810.05,442326.85,9832.53,1373.57,4187.42,121814.6,9196.23,0.0,206882.64,353286.98,40036.88,77169.42,82834.56,15304.64,17337.34,667.97,1476992.5,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3.0,3.0,2018,3
7238.2,133053.97,22093.38,48908.96,60999.73,272294.23,26756.05,74659.28,18273.13,119688.46,391982.69,557053.32,27759.54,45526.66,8976.36,639315.88,7758.41,50542.4,4640.67,66623.98,14803.15,-1689.77,99904.79,242583.62,18611.5,72838.8,60049.97,15833.69,98944.72,37860.8,1578021.67,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2012,4
7262.0,246778.0,39134.0,111296.0,148158.0,552628.0,36049.0,89379.0,31532.0,156960.0,709588.0,783459.0,34736.0,74544.0,21330.0,914069.0,18556.0,19599.0,5044.0,59193.0,24337.0,1069.0,242652.0,370450.0,40360.0,100283.0,74164.0,19059.0,23967.0,10592.0,2262532.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2022,3
7311.0,81849.0,12420.0,35259.0,21148.0,157987.0,12001.0,43990.0,13424.0,69415.0,227402.0,356338.0,13744.0,16333.0,10199.0,396614.0,4419.0,9374.0,1759.0,22367.0,15131.0,405.0,74645.0,128100.0,12258.0,29311.0,31502.0,7833.0,8164.0,5208.0,846392.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3.0,3.0,2014,1
7346.14,329998.52,86161.2,207893.02,185884.8,817283.67,76859.6,275813.86,64487.81,417161.28,1234444.95,1167444.34,64786.38,45780.69,29788.58,1307800.0,18998.88,14487.85,12508.37,210994.68,21793.3,16.52,220099.67,498899.26,92878.82,259352.51,162994.3,50603.86,64224.98,1673810.72,5345009.39,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2013,2
7361.06,124500.57,13768.29,1839.26,14253.43,161722.61,5716.5,36613.61,13629.96,55960.07,217682.68,126636.41,18582.47,380.23,2359.18,147958.3,4379.0,7753.43,2838.65,7531.35,118.78,0.0,126135.49,148756.68,21362.71,48536.51,44696.23,21144.14,6887.29,0.0,657024.53,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2021,1
7363.0,129004.58,14885.85,2098.04,12441.12,165792.58,8526.3,30078.43,13237.01,51841.74,217634.32,192953.22,24397.81,589.27,3282.72,221223.02,6361.69,6650.55,2359.61,6232.91,81.83,0.0,155799.6,177486.19,24201.8,40857.04,41257.46,18464.03,9187.11,0.0,750310.96,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2020,1
7425.0,67890.0,12655.0,38172.0,15990.0,142132.0,11715.0,45740.0,14160.0,71615.0,213747.0,407400.0,16844.0,16918.0,9849.0,451011.0,4883.0,9178.0,2492.0,25264.0,15592.0,450.0,75921.0,133780.0,12511.0,30670.0,28271.0,8648.0,7447.0,7607.0,893692.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3.0,3.0,2013,1
7449.9,183763.69,12204.41,35396.97,57273.32,296088.29,29453.99,76415.92,28157.71,134027.62,430115.91,343048.72,10900.33,37841.7,8311.16,400101.91,3206.62,37565.82,4010.38,39299.27,4109.01,4106.94,129299.29,221597.34,23607.26,27133.63,109881.29,3690.22,13134.81,21071.83,1250334.2,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2022,1
7513.15,249400.55,19246.64,55977.7,117409.64,449547.67,34425.08,104564.52,22463.59,161453.19,611000.86,451168.63,20028.33,65584.47,10740.92,547522.35,10347.5,50001.12,4196.4,71501.75,13800.33,958.69,180816.75,331622.55,29312.13,38806.19,128922.9,8016.15,27910.23,32405.44,1755518.81,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10874,A,3.0,3.0,2019,3
7534.0,338947.0,67567.0,194447.0,101381.0,709876.0,72637.0,234573.0,67446.0,374656.0,1084532.0,1358229.0,90452.0,100132.0,48767.0,1597580.0,34149.0,63266.0,18965.0,158173.0,104420.0,2805.0,441047.0,822825.0,79369.0,166723.0,185040.0,46902.0,54015.0,1110969.0,5147955.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2011,2
7543.0,350466.0,143766.0,240269.0,215236.0,957280.0,79921.0,199149.0,62601.0,341671.0,1298951.0,465266.0,94451.0,114957.0,40067.0,714741.0,41596.0,66670.0,8284.0,79167.0,125614.0,43.0,283065.0,604396.0,54322.0,227460.0,173378.0,19811.0,585821.0,52920.0,3731800.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2001,2
7574.13,370326.95,54010.91,210808.27,293394.29,936114.56,88123.76,270058.9,58813.52,416996.19,1353110.75,811594.14,37577.44,51012.52,28367.41,928551.51,27743.49,13749.69,8603.6,157018.91,45824.02,155.74,341174.21,594269.66,103485.19,264544.33,179156.67,36809.91,60345.72,1402480.97,4922754.71,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,0A875,D,3.0,3.0,2015,2
7585.0,53436.0,6148.0,40516.0,4814.0,112499.0,10011.0,29395.0,8218.0,47624.0,160123.0,68976.0,5121.0,1195.0,4387.0,79679.0,14407.0,7912.0,4155.0,31607.0,33590.0,43.0,21002.0,112673.0,15244.0,35199.0,24577.0,2837.0,13660.0,1889.0,445881.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1993,2
7629.0,420867.0,73596.0,198994.0,201034.0,902120.0,73223.0,259590.0,57503.0,390316.0,1292436.0,1108181.0,102161.0,108013.0,43439.0,1361794.0,41106.0,60983.0,19186.0,163876.0,91644.0,2071.0,405692.0,784558.0,78338.0,181371.0,202433.0,50747.0,80395.0,1619603.0,5651675.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2012,3
7644.0,400787.0,95825.0,159910.0,121533.0,785699.0,38737.0,240188.0,60429.0,339354.0,1125053.0,447582.0,55021.0,57846.0,30408.0,590857.0,35948.0,37038.0,24874.0,53944.0,46004.0,2548.0,263735.0,464091.0,46569.0,212836.0,182891.0,27758.0,-12976.0,726505.0,3363584.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2004,2
7668.24,133522.31,14799.13,2078.91,13890.62,171959.21,7534.9,38665.0,12581.39,58781.28,230740.49,192697.7,24529.33,538.82,2840.49,220606.33,5188.35,8553.38,3503.27,10962.7,108.06,0.0,155040.79,183356.56,28699.3,57981.85,45843.98,20267.34,3362.84,0.0,790858.7,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2021,2
7700.85,101760.13,9481.75,52784.87,36143.44,207871.04,15437.91,45178.2,15128.72,75744.84,283615.88,409669.23,8890.04,9960.46,4722.36,433242.09,18646.68,1065.47,5399.95,77410.04,6564.84,0.0,111165.97,220252.95,35825.34,68350.56,51733.86,11793.89,17648.05,7866.11,1130328.72,20409.0,B6,JetBlue Airways,B6,JetBlue Airways,06673,D,3.0,3.0,2014,2
7740.0,223990.0,43716.0,230657.0,77827.0,583930.0,35080.0,119721.0,50475.0,205276.0,789206.0,325749.0,53490.0,68792.0,25918.0,473949.0,41719.0,14350.0,2008.0,16169.0,158349.0,1623.0,93518.0,327736.0,30280.0,131398.0,93383.0,9364.0,-4435.0,8961.0,1859842.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,1990,1
7763.41,123393.5,14814.89,2029.89,10409.01,158410.69,1777.46,35150.81,11833.15,48761.43,207172.11,19312.63,13485.07,115.92,2402.67,35316.29,2189.41,6153.07,1572.39,4991.7,28.65,0.0,85288.16,100223.37,4002.6,47778.48,45930.94,21108.75,4866.74,0.0,466399.28,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2020,2
7767.0,271174.0,146093.0,151344.0,62461.0,638839.0,41095.0,283975.0,49976.0,375046.0,1013885.0,1119884.0,99871.0,58356.0,17771.0,1295882.0,22545.0,14595.0,11350.0,57466.0,17465.0,364.0,322933.0,446718.0,68175.0,253368.0,86001.0,26288.0,15230.0,441013.0,3646560.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2012,1
7789.0,399107.0,96442.0,161138.0,121207.0,785683.0,37514.0,263239.0,46451.0,347204.0,1132887.0,506478.0,72844.0,66335.0,26392.0,672049.0,31141.0,38994.0,16620.0,54386.0,46749.0,2564.0,265225.0,455679.0,45820.0,209492.0,181353.0,26685.0,-35629.0,772396.0,3460732.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2004,3
7802.06,140706.69,15317.77,2380.53,16787.2,182994.25,8736.44,38057.99,11247.29,58041.72,241035.97,225607.71,25035.88,371.84,3174.73,254190.15,4210.39,8991.17,3458.85,10674.54,55.84,0.0,157554.32,184945.11,27757.85,57243.24,44792.99,19739.16,34946.7,0.0,864651.16,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2021,3
7827.0,386309.0,73803.0,195083.0,161604.0,824626.0,70609.0,258856.0,48589.0,378054.0,1202680.0,1061788.0,71054.0,95020.0,57407.0,1285269.0,40013.0,57015.0,19426.0,108494.0,93657.0,2809.0,397002.0,718416.0,74003.0,167822.0,205510.0,46722.0,62680.0,1040852.0,4803954.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,2011,4
7863.0,369403.0,145018.0,257552.0,116695.0,896531.0,78644.0,219403.0,59713.0,357760.0,1254291.0,476203.0,74846.0,108087.0,46308.0,705444.0,36968.0,42347.0,7061.0,81893.0,128513.0,43.0,251258.0,548040.0,53815.0,219430.0,160835.0,23248.0,21311.0,50037.0,3036451.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2000,4
7910.0,342708.0,43463.0,120536.0,231104.0,745721.0,53379.0,153600.0,37524.0,244503.0,990224.0,639332.0,49717.0,87404.0,20860.0,797313.0,24204.0,23240.0,4691.0,73093.0,30344.0,804.0,283845.0,440221.0,57342.0,128128.0,83483.0,18020.0,28338.0,42704.0,2585773.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3.0,3.0,2024,2
7919.0,377547.0,174442.0,219964.0,40252.0,820124.0,45058.0,317359.0,71563.0,433980.0,1254104.0,467150.0,67968.0,84869.0,13568.0,633555.0,24773.0,42759.0,39978.0,82654.0,81055.0,663.0,301565.0,573447.0,83440.0,278432.0,171056.0,37747.0,-8033.0,276732.0,3300480.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2003,3
7925.0,55754.0,6586.0,43769.0,4568.0,118602.0,10593.0,30891.0,7687.0,49171.0,167773.0,69803.0,5909.0,1312.0,4597.0,81621.0,14762.0,7121.0,4085.0,35167.0,34957.0,139.0,24696.0,120927.0,17268.0,35862.0,26867.0,2838.0,12396.0,2235.0,467787.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,1993,3
7935.0,305045.0,122740.0,215225.0,79751.0,730696.0,42458.0,144598.0,47581.0,234637.0,965333.0,310961.0,91761.0,97348.0,28840.0,528910.0,25571.0,36255.0,14714.0,40004.0,196052.0,43.0,211268.0,523864.0,44856.0,199479.0,138200.0,20462.0,23553.0,25472.0,2470129.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,1997,2
7988.82,126423.61,15485.39,2089.8,11971.93,163959.55,5601.37,38342.15,9505.02,53448.53,217408.08,89758.92,19570.0,293.05,1846.39,111468.36,3555.22,6211.16,2848.57,7066.87,59.5,0.0,132182.81,151924.14,19311.47,47009.0,45993.75,21932.82,5707.91,0.0,620755.51,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2020,3
7997.94,144532.32,16613.89,2562.71,14923.79,186630.65,8879.03,39468.67,7978.89,56326.59,242957.24,252679.3,27096.86,295.7,2428.39,282500.25,3814.43,9098.37,3410.25,14304.55,154.89,0.0,167294.4,198076.88,26500.51,52232.22,44459.27,19386.33,27725.36,0.0,893838.06,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,06830,D,3.0,3.0,2021,4
8061.79,100297.11,6157.97,2551.01,7344.1,124411.97,17735.05,20209.32,10881.86,48826.23,173238.2,177651.21,3724.22,34.82,6806.86,188217.11,2041.27,1262.98,2917.35,15594.97,683.02,0.0,84220.99,106720.57,14891.64,142268.71,11182.36,95.45,18248.31,0.0,654862.34,20436.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,06460,D,3.0,3.0,2022,1
8070.0,368764.0,169459.0,212752.0,38397.0,797442.0,44527.0,275409.0,64085.0,384021.0,1181463.0,460192.0,63151.0,80795.0,18527.0,622665.0,24693.0,41647.0,37062.0,78059.0,79112.0,853.0,294026.0,555452.0,77742.0,260862.0,177305.0,37308.0,222969.0,284344.0,3420110.0,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,0A050,D,3.0,3.0,2003,4
8088.0,888827.0,86794.0,381521.0,202231.0,1567461.0,106178.0,452407.0,133374.0,691959.0,2259420.0,969994.0,80429.0,9107.0,12931.0,1072461.0,59085.0,7875.0,15834.0,143839.0,170.0,845.0,314398.0,542046.0,119661.0,272679.0,284027.0,29842.0,72142.0,28970.0,4681248.0,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,06725,D,3.0,3.0,2022,1
8104.0,254475.0,47277.0,242871.0,87009.0,639736.0,40836.0,139850.0,55537.0,236223.0,875959.0,339793.0,71226.0,78456.0,26270.0,515745.0,43610.0,13258.0,3471.0,17323.0,191342.0,2711.0,133605.0,405320.0,35297.0,166054.0,104959.0,8957.0,22529.0,7716.0,2142536.0,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3.0,3.0,1991,1
