YEAR,MONTH,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,CARRIER_GROUP,CARRIER_GROUP_NEW,EMPFULL,EMPPART,EMPTOTAL,EMPFTE
1992,3,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74850.0,6345.0,81195,78023
1992,4,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,10520.0,85.0,10605,10563
1992,4,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2394.0,429.0,2823,2609
1992,4,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71949.0,5337.0,77286,74618
1992,4,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83514.0,12880.0,96394,89954
1992,4,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,74857.0,6364.0,81221,78039
1992,5,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,10702.0,80.0,10782,10742
1992,5,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2425.0,447.0,2872,2649
1992,5,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,72508.0,5338.0,77846,75177
1992,5,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,83615.0,12747.0,96362,89989
1992,5,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,75012.0,6510.0,81522,78267
1992,6,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,10709.0,73.0,10782,10746
1992,6,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2465.0,460.0,2925,2695
1992,6,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,72507.0,5339.0,77846,75177
1992,6,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84149.0,12953.0,97102,90626
1992,6,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,75759.0,6952.0,82711,79235
1992,7,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11277.0,73.0,11350,11314
1992,7,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2507.0,475.0,2982,2745
1992,7,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,72909.0,5233.0,78142,75526
1992,7,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,84434.0,13174.0,97608,91021
1992,7,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,76161.0,7250.0,83411,79786
1992,8,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11329.0,73.0,11402,11366
1992,8,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2520.0,452.0,2972,2746
1992,8,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,72433.0,5066.0,77499,74966
1992,8,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,85148.0,13404.0,98552,91850
1992,8,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,76233.0,7230.0,83463,79848
1992,8,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,105.0,21.0,126,116
1992,9,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11373.0,67.0,11440,11407
1992,9,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2525.0,411.0,2936,2731
1992,9,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71429.0,4430.0,75859,73644
1992,9,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,85387.0,13333.0,98720,92054
1992,9,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,75970.0,7100.0,83070,79520
1992,9,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,102.0,21.0,123,113
1992,10,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11520.0,66.0,11586,11553
1992,10,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2519.0,407.0,2926,2723
1992,10,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,71013.0,4328.0,75341,73177
1992,10,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,85203.0,13416.0,98619,91911
1992,10,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,75718.0,6966.0,82684,79201
1992,10,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,105.0,21.0,126,116
1992,11,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11563.0,60.0,11623,11593
1992,11,19690.0,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2,2.0,2524.0,389.0,2913,2719
1992,11,19790.0,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,3,3.0,70338.0,4373.0,74711,72525
1992,11,19805.0,AA,American Airlines Inc.,AA,American Airlines Inc.,3,3.0,85063.0,13025.0,98088,91576
1992,11,19977.0,UA,United Air Lines Inc.,UA,United Air Lines Inc.,3,3.0,76335.0,7122.0,83457,79896
1992,11,20416.0,NK,Spirit Air Lines,NK,Spirit Air Lines,1,1.0,106.0,19.0,125,116
1992,12,19393.0,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,3,3.0,11453.0,56.0,11509,11481
